Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	1168.00	1,299,318	9.0	1.0078	4.5	92%	1	1	1
Atlantic Publishers and Distributors	1159.00	14,541	0.0	1.0	4.5	94%	0	0	0
Peacockbooks	1210.00	2,801	51.0	1.044	4.5	92%	0	0	0
Atlantic Publishers and Distributors	1294.00	14,541	135.0	1.1165	4.5	94%	0	0	0
Bookswagon	1344.00	6,390	185.0	1.1596	4	70%	0	0	0
Bookswagon	1346.00	6,390	187.0	1.1613	4	70%	0	0	0
Sunrise Book store	1257.00	1,360	98.0	1.0846	3.5	61%	0	0	0
Sunrise Book store	1542.00	1,360	383.0	1.3305	3.5	61%	0	0	0
Fast Media 2	2169.60	6,006	1010.6	1.872	4	72%	0	0	0
D R	2350.00	12,168	1191.0	2.0276	4	82%	0	0	0
