Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	468.00	3,248	0.0	1.0	4	76%	0	0	0
Buy Amazing Books	489.00	3,536	21.0	1.0449	3	51%	0	0	0
Book Selection Centre	524.00	136	56.0	1.1197	4.5	96%	0	0	0
Goodread Bookstore	615.00	579	147.0	1.3141	5	97%	1	0	0
uRead-Store	615.00	25,127	147.0	1.3141	4.5	92%	1	0	1
Comma365	608.00	2,242	140.0	1.2991	4.5	95%	0	0	0
aspire india	600.00	331	132.0	1.2821	4	73%	0	0	0
A to Z Book House	699.00	1,275	231.0	1.4936	3	46%	0	0	0
Universal Books House	999.00	1	531.0	2.1346	5	100%	0	0	0
Bookswagon	1311.00	6,375	843.0	2.8013	4	70%	0	0	0
aspire india	600.00	331	132.0	1.2821	4	73%	0	0	0
Bookswagon	1312.00	6,375	844.0	2.8034	4	70%	0	0	0
Sunrise Book store	1223.00	1,356	755.0	2.6132	3.5	61%	0	0	0
Sunrise Book store	1292.00	1,356	824.0	2.7607	3.5	61%	0	0	0
