Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read & Become	150.00	15	28.0	1.2295	4.5	93%	1	0	0
iTippi Book	122.00	108	0.0	1.0	4.5	91%	0	0	0
Nanda Book Service	183.25	2,335	61.25	1.502	3.5	55%	0	0	1
star books trivandrum	122.25	84	0.25	1.002	4	73%	0	0	0
Lot Book	158.00	177	36.0	1.2951	4.5	88%	0	0	0
dealstar	226.00	6,601	104.0	1.8525	4.5	85%	0	0	0
Buy Amazing Books	245.00	3,557	123.0	2.0082	3	51%	0	0	0
Amazing_Buy	270.00	17,789	148.0	2.2131	4.5	95%	1	0	0
shiv book distributors	285.00	3	163.0	2.3361	2.5	33%	0	0	0
uRead-Store	294.00	25,145	172.0	2.4098	4.5	92%	1	0	0
ABRB	275.00	60	153.0	2.2541	4	82%	0	0	0
Inetrade India	261.07	3,254	139.07	2.1399	4	75%	0	0	0
RSONS	263.00	481	141.0	2.1557	4.5	84%	0	0	0
Bookflow	347.13	3,100	225.13	2.8453	3.5	68%	0	0	0
ApnaBazzar	350.00	49	228.0	2.8689	3.5	63%	0	0	0
Crossword Bookstores Ltd	280.00	2,475	158.0	2.2951	4	74%	0	0	0
Exclusive online books	263.00	165	141.0	2.1557	3.5	67%	0	0	0
BOOKS BAZAR	266.00	335	144.0	2.1803	4	81%	0	0	0
O_Store	297.50	593	175.5	2.4385	4.5	87%	0	0	0
Abhinav Books Store	322.00	60	200.0	2.6393	3	53%	0	0	0
BOOK RADAR	308.00	295	186.0	2.5246	3.5	63%	0	0	0
Nanhi Shop	310.00	53	188.0	2.541	3	51%	0	0	0
ScribbleGraffito	331.17	29	209.17	2.7145	4.5	91%	0	0	0
BOOK CENTRE	335.00	862	213.0	2.7459	4	81%	0	0	0
NEWLIGHT BOOK HOUSE	350.00	135	228.0	2.8689	3.5	67%	0	0	0
VNSstores	350.00	33	228.0	2.8689	3.5	61%	0	0	0
Books-a-zillion	350.00	89	228.0	2.8689	4	82%	0	0	0
SAI BOOKS	346.00	181	224.0	2.8361	3	46%	0	0	0
Atlantic Publishers and Distributors	608.00	14,540	486.0	4.9836	4.5	94%	0	0	0
Bookswagon	712.00	6,387	590.0	5.8361	4	70%	0	0	0
Books-a-zillion	350.00	89	228.0	2.8689	4	82%	0	0	0
Peacockbooks	663.00	2,801	541.0	5.4344	4.5	92%	0	0	0
JustBuyBooks	721.00	26	599.0	5.9098	3.5	69%	0	0	0
Sunrise Book store	708.00	1,359	586.0	5.8033	3.5	61%	0	0	0
B2A UK	1043.00	6,928	921.0	8.5492	4.5	83%	0	0	0
etohfa	2173.00	23	2051.0	17.8115	5	100%	0	0	0
