Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	413.00	25,135	44.0	1.1192	4.5	92%	1	0	1
R-our Book	374.00	1,304	5.0	1.0136	4	78%	0	0	0
Comma365	403.00	2,242	34.0	1.0921	4.5	95%	0	0	0
RSONS	369.00	481	0.0	1.0	4.5	84%	0	0	0
SRBOOKWORLD	449.00	404	80.0	1.2168	4.5	93%	0	0	0
Sunrise Book store	375.00	1,358	6.0	1.0163	3.5	61%	0	0	0
HERITAGE PUBLISHERS	469.00	783	100.0	1.271	4.5	94%	0	0	0
Books-a-zillion	449.10	89	80.1	1.2171	4	82%	0	0	0
PBC MART	1276.70	5,025	907.7	3.4599	3	50%	0	0	0
Sunrise Book store	1335.00	1,358	966.0	3.6179	3.5	61%	0	0	0
