Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	468.00	3,268	0.0	1.0	4	76%	0	0	0
Capsbookz	524.00		56.0	1.1197			0	0	0
Amazing_Buy	552.87	17,787	84.87	1.1813	4.5	95%	1	0	1
uRead-Store	552.87	25,135	84.87	1.1813	4.5	92%	1	0	0
Inetrade India	477.87	3,253	9.87	1.0211	4	75%	0	0	0
BooksStation	559.00		91.0	1.1944			0	0	0
BOOKFACTRY	559.00	1	91.0	1.1944	5	100%	0	0	0
Crossword Bookstores Ltd	575.00	2,475	107.0	1.2286	4	74%	0	0	0
FOUNTAINHEAD	503.00	98	35.0	1.0748	4.5	91%	0	0	0
Sri Ganesha Books	503.00	382	35.0	1.0748	4	82%	0	0	0
MK BOOKS INDIA	594.00	2,247	126.0	1.2692	2.5	34%	0	0	0
Goodread Bookstore	601.00	579	133.0	1.2842	5	97%	1	0	0
Book Selection Centre	517.00	136	49.0	1.1047	4.5	96%	0	0	0
SBM Enterprises	524.25	48	56.25	1.1202	4	75%	0	0	0
ReadAhead	629.00	213	161.0	1.344	4	79%	0	0	0
Bookflow	629.10	3,100	161.1	1.3442	3.5	67%	0	0	0
The Bookhive	559.20	43	91.2	1.1949	4	80%	0	0	0
BW ENTERPRISES	559.00	44	91.0	1.1944	4	79%	0	0	0
Skycart	580.00	479	112.0	1.2393	4.5	90%	0	0	0
Booksmandi	560.00	2,531	92.0	1.1966	4.5	89%	0	0	0
ScribbleGraffito	580.17	29	112.17	1.2397	4.5	91%	0	0	0
Sunrise Book store	542.00	1,358	74.0	1.1581	3.5	61%	0	0	0
BooksRaja	577.00	171	109.0	1.2329	4.5	85%	0	0	0
fairdealenterprise	538.23	41	70.23	1.1501	2.5	34%	0	0	0
S B T books	649.00	113	181.0	1.3868	4.5	88%	0	0	0
W S Retaill	648.00	34	180.0	1.3846	3.5	69%	0	0	0
Amazing BookS	559.00	106	91.0	1.1944	3	54%	0	0	0
Santusti Enterprises	699.00	26	231.0	1.4936	4	81%	0	0	0
Book store01	674.00	11	206.0	1.4402	3	45%	0	0	0
MEETA BOOKS	629.00	47	161.0	1.344	2.5	36%	0	0	0
Bookflow	629.10	3,100	161.1	1.3442	3.5	67%	0	0	0
ScribbleGraffito	580.17	29	112.17	1.2397	4.5	91%	0	0	0
Venture360	664.00	25	196.0	1.4188	3	52%	0	0	0
Books-a-zillion	629.10	89	161.1	1.3442	4	82%	0	0	0
BOOKKR	699.00	5	231.0	1.4936	3.5	60%	0	0	0
Bookswagon	1312.00	6,382	844.0	2.8034	4	70%	0	0	0
Bookswagon	1319.00	6,382	851.0	2.8184	4	70%	0	0	0
Sunrise Book store	1231.00	1,358	763.0	2.6303	3.5	61%	0	0	0
B2A UK	1423.00	6,928	955.0	3.0406	4.5	83%	0	0	0
IndieCulture	3488.99		3020.99	7.4551			0	0	0
Bookflow	629.10	3,100	161.1	1.3442	3.5	67%	0	0	0
