Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Million Store	569.00	16	139.0	1.3233	4	81%	0	0	0
Rajkesar books hub	430.00	10	0.0	1.0	3	50%	0	0	1
raj pustak mandir jpr	436.00	28	6.0	1.014	5	100%	0	0	0
Rajkesar books hub	450.00	10	20.0	1.0465	3	50%	0	0	1
Special Library	536.00	57	106.0	1.2465	4	74%	0	0	0
Chetan Enterprises	505.00	196	75.0	1.1744	4.5	91%	0	0	0
Inspire A2Z Store	550.00	1	120.0	1.2791	5	100%	0	0	0
Winmaarc	631.00	118	201.0	1.4674	3.5	68%	0	0	0
Amazing Publishers & Distributing Network	560.00	8	130.0	1.3023	4.5	88%	0	0	0
The_Book_Basement	710.00	3	280.0	1.6512	5	100%	0	0	0
Special Library	589.00	57	159.0	1.3698	4	74%	0	0	0
