Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Inetrade India	474.95	3,249	0.0	1.0	4	75%	0	0	0
Cloudtail India	550.00	1,299,156	75.05	1.158	4.5	92%	1	1	1
Amazing_Buy	550.00	17,781	75.05	1.158	4.5	95%	1	0	0
S R int Store	494.00		19.05	1.0401			0	0	0
Atlantic Publishers and Distributors	680.00	14,537	205.05	1.4317	4.5	94%	0	0	0
Bookswagon	787.00	6,375	312.05	1.657	4	70%	0	0	0
Bookswagon	788.00	6,375	313.05	1.6591	4	70%	0	0	0
Peacockbooks	735.00	2,800	260.05	1.5475	4.5	92%	0	0	0
Sunrise Book store	749.00	1,356	274.05	1.577	3.5	61%	0	0	0
Sunrise Book store	786.00	1,356	311.05	1.6549	3.5	61%	0	0	0
