Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MA Book Store	360.00		60.0	1.2			0	0	0
Read ALL India	365.00		65.0	1.2167			0	0	0
Rajkesar books hub	300.00	10	0.0	1.0	3	50%	0	0	0
Yashoda Jagannath Books & Gifts	449.00	25	149.0	1.4967	4.5	88%	0	0	0
Cloudtail India	459.00	1,299,172	159.0	1.53	4.5	92%	1	1	0
Mittal Books India	487.00	15,728	187.0	1.6233	4.5	95%	1	0	0
DIGITAL PRESS	500.00	66	200.0	1.6667	3	58%	0	0	0
uRead-Store	524.00	25,132	224.0	1.7467	4.5	92%	1	0	0
Inetrade India	497.61	3,252	197.61	1.6587	4	75%	0	0	0
JBCPD	598.00	32,617	298.0	1.9933	4.5	93%	1	0	0
O_Store	537.50	593	237.5	1.7917	4.5	87%	0	0	0
MK BOOKS INDIA	625.00	2,247	325.0	2.0833	2.5	34%	0	0	0
BOOK CENTRE	570.00	862	270.0	1.9	4	81%	0	0	0
Technical Book	487.00	53	187.0	1.6233	3.5	62%	0	0	0
Sunrise Book store	563.00	1,356	263.0	1.8767	3.5	61%	0	0	0
V5MARK	580.00	8	280.0	1.9333	4	75%	0	0	0
MAGADH BOOKSTORE	600.00	163	300.0	2.0	4.5	88%	0	0	0
Ebookstore	719.00	522	419.0	2.3967	4.5	85%	0	0	0
Books-a-zillion	625.00	89	325.0	2.0833	4	82%	0	0	0
ASIAN TREASURES	795.00	18	495.0	2.65	4.5	94%	0	0	0
SAI BOOKS	618.00	181	318.0	2.06	3	46%	0	0	0
Speedy_Books	909.00	489	609.0	3.03	4.5	80%	0	0	0
Book eHub	957.00	32	657.0	3.19	4	74%	0	0	0
Payal Books	1299.00	657	999.0	4.33	3	51%	0	0	0
