Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	349.00	25,149	10.97	1.0325	4.5	92%	1	0	1
PKS RETAIL	349.00	4	10.97	1.0325	5	100%	0	0	0
Essay Shopping Malls	364.00	52	25.97	1.0768	4	75%	0	0	0
JAIN BOOK STORE	375.00		36.97	1.1094			0	0	0
MK BOOKS INDIA	383.00	2,249	44.97	1.133	2.5	34%	0	0	0
Bookkish India	350.00	597	11.97	1.0354	4	79%	0	0	0
Bookflow	400.50	3,100	62.47	1.1848	3.5	68%	0	0	0
Inetrade India	338.03	3,254	0.0	1.0	4	75%	0	0	0
HERITAGE PUBLISHERS	428.00	783	89.97	1.2662	4.5	94%	0	0	0
Sunrise Book store	355.00	1,359	16.97	1.0502	3.5	61%	0	0	0
Skycart	373.00	479	34.97	1.1035	4.5	90%	0	0	0
Best Deal India	375.00	6	36.97	1.1094	5	100%	0	0	0
Buy24*7	450.00	19	111.97	1.3312	4.5	89%	0	0	0
ScribbleGraffito	373.50	29	35.47	1.1049	4.5	91%	0	0	0
GBD BOOKS	360.00	232	21.97	1.065	4	68%	0	0	0
Venture360	428.00	25	89.97	1.2662	3	52%	0	0	0
BookAdda	414.00	365	75.97	1.2247	3	46%	0	0	0
BooksRaja	345.00	171	6.97	1.0206	4.5	85%	0	0	0
bookshopToday	430.00	15	91.97	1.2721	4.5	91%	0	0	0
Books-a-zillion	405.00	89	66.97	1.1981	4	82%	0	0	0
Bookflow	405.00	3,100	66.97	1.1981	3.5	68%	0	0	0
Sunrise Book store	355.00	1,359	16.97	1.0502	3.5	61%	0	0	0
SansRack	450.00	1,051	111.97	1.3312	4.5	94%	0	0	0
A to Z Book House	450.00	1,275	111.97	1.3312	3	46%	0	0	0
Browsers' Lounge	432.00	122	93.97	1.278	4.5	96%	0	0	0
SAI BOOKS	445.00	181	106.97	1.3165	3	46%	0	0	0
ROSHAN COLLECTION	510.00		171.97	1.5087			0	0	0
Ambe Books	862.28	2	524.25	2.5509	3	50%	0	0	0
Ginni Books	862.28	9	524.25	2.5509	4.5	89%	0	0	0
Ginni Books	862.35	9	524.32	2.5511	4.5	89%	0	0	0
