Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	327.00	1,299,158	0.0	1.0	4.5	92%	1	1	1
Amazing_Buy	385.00	17,781	58.0	1.1774	4.5	95%	1	0	0
Mittal Books India	398.00	15,728	71.0	1.2171	4.5	95%	1	0	0
Crossword Bookstores Ltd	399.00	2,475	72.0	1.2202	4	74%	0	0	0
R-our Book	374.00	1,304	47.0	1.1437	4	78%	0	0	0
Bookflow	434.13	3,100	107.13	1.3276	3.5	67%	0	0	0
Comma365	403.00	2,242	76.0	1.2324	4.5	95%	0	0	0
RSONS	369.00	481	42.0	1.1284	4.5	84%	0	0	0
SRBOOKWORLD	449.00	404	122.0	1.3731	4.5	93%	0	0	0
Goodread Bookstore	369.00	579	42.0	1.1284	5	97%	0	0	0
Bookflow	449.10	3,100	122.1	1.3734	3.5	67%	0	0	0
Sunrise Book store	375.00	1,356	48.0	1.1468	3.5	61%	0	0	0
HERITAGE PUBLISHERS	469.00	783	142.0	1.4343	4.5	94%	0	0	0
Skycart	409.00	479	82.0	1.2508	4.5	90%	0	0	0
Book Wise Darya Ganj	499.00	1,097	172.0	1.526	4.5	89%	0	0	0
Books-a-zillion	449.10	89	122.1	1.3734	4	82%	0	0	0
SansRack	499.00	1,050	172.0	1.526	4.5	94%	0	0	0
A to Z Book House	499.00	1,275	172.0	1.526	3	46%	0	0	0
dealstar	743.00	6,596	416.0	2.2722	4.5	85%	0	0	0
Atlantic Publishers and Distributors	1120.00	14,537	793.0	3.4251	4.5	94%	0	0	0
Bookflow	449.10	3,100	122.1	1.3734	3.5	67%	0	0	0
HERITAGE PUBLISHERS	469.00	783	142.0	1.4343	4.5	94%	0	0	0
Sunrise Book store	389.00	1,356	62.0	1.1896	3.5	61%	0	0	0
HERITAGE PUBLISHERS	474.00	783	147.0	1.4495	4.5	94%	0	0	0
RSONS	415.00	481	88.0	1.2691	4.5	84%	0	0	0
Books-a-zillion	449.10	89	122.1	1.3734	4	82%	0	0	0
Books-a-zillion	499.00	89	172.0	1.526	4	82%	0	0	0
Sunrise Book store	1219.00	1,356	892.0	3.7278	3.5	61%	0	0	0
