Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	594.00	1,299,238	107.0	1.2197	4.5	92%	1	1	1
ReaderBooks	526.00	441	39.0	1.0801	4	72%	0	0	0
MK BOOKS INDIA	625.00	2,247	138.0	1.2834	2.5	34%	0	0	0
Mirza Azharuddin	625.00	12	138.0	1.2834	3	50%	0	0	0
Rama BOOKS	525.00	6	38.0	1.078	3.5	67%	0	0	0
Technical Book	487.00	53	0.0	1.0	3.5	62%	0	0	0
Sunrise Book store	563.00	1,358	76.0	1.1561	3.5	61%	0	0	0
radhika A communication	593.00	29	106.0	1.2177	4	77%	0	0	0
Darth Vader	580.00	61	93.0	1.191	4	77%	0	0	0
BOOK CENTRE	633.00	862	146.0	1.2998	4	81%	0	0	0
Sunrise Book store	563.00	1,358	76.0	1.1561	3.5	61%	0	0	0
Manila Books Services	625.00	13	138.0	1.2834	4.5	92%	0	0	0
Books-a-zillion	625.00	89	138.0	1.2834	4	82%	0	0	0
V5MARK	580.00	8	93.0	1.191	4	75%	0	0	0
MAGADH BOOKSTORE	625.00	163	138.0	1.2834	4.5	88%	0	0	0
SAI BOOKS	618.00	181	131.0	1.269	3	46%	0	0	0
Ebookstore	904.00	522	417.0	1.8563	4.5	85%	0	0	0
Book eHub	957.00	32	470.0	1.9651	4	72%	0	0	0
ASIAN TREASURES	980.00	18	493.0	2.0123	4.5	94%	0	0	0
Speedy_Books	1022.00	490	535.0	2.0986	4.5	81%	0	0	0
Sunrise Book store	563.00	1,358	76.0	1.1561	3.5	61%	0	0	0
Books-a-zillion	625.00	89	138.0	1.2834	4	82%	0	0	0
SAI BOOKS	618.00	181	131.0	1.269	3	46%	0	0	0
