Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MR Book Centre	350.00	261	60.0	1.2069	4.5	83%	0	0	0
ARE TRADERS	290.00		0.0	1.0			0	0	0
Read factor	395.00	1,536	105.0	1.3621	3.5	67%	0	0	0
Amazing_Buy	398.00	17,789	108.0	1.3724	4.5	95%	1	0	0
Infinity Books- Fast Delivery	439.00	171	149.0	1.5138	3.5	66%	0	0	0
BOOKS BOOKS INDIA	350.00	56	60.0	1.2069	3.5	55%	0	0	0
Inetrade India	391.89	3,257	101.89	1.3513	4	75%	0	0	0
PKS RETAIL	475.00	4	185.0	1.6379	5	100%	0	0	0
Crossword Bookstores Ltd	479.00	2,475	189.0	1.6517	4	74%	0	0	0
uRead-Store	482.00	25,155	192.0	1.6621	4.5	92%	1	0	0
R-our Book	449.00	1,305	159.0	1.5483	4	76%	0	0	0
Payal Books	399.00	657	109.0	1.3759	3	52%	0	0	0
MK BOOKS INDIA	509.00	2,249	219.0	1.7552	2.5	34%	0	0	0
Subhash Book Store	450.00	25	160.0	1.5517	3.5	64%	0	0	0
AskTech Books	451.00	2	161.0	1.5552	2.5	50%	0	0	0
A Mind's Bookstore	437.00	1,409	147.0	1.5069	4.5	89%	0	0	0
PIYUSH PUBLISHER AND DISTRIBUTORS	524.00	18	234.0	1.8069	4	73%	0	0	0
O_Store	449.25	593	159.25	1.5491	4.5	87%	0	0	0
SBM Enterprises	443.26	48	153.26	1.5285	4	75%	0	0	0
ReadAhead	539.00	213	249.0	1.8586	4	79%	0	0	0
BooksRaja	440.00	171	150.0	1.5172	4.5	85%	0	0	0
Comma365	505.00	2,242	215.0	1.7414	4.5	95%	0	0	0
MR Book Centre	550.00	261	260.0	1.8966	4.5	83%	0	0	0
ApnaBazzar	550.00	50	260.0	1.8966	3.5	62%	0	0	0
The Bookhive	479.20	43	189.2	1.6524	4	80%	0	0	0
Suryan Books	479.00	39	189.0	1.6517	4.5	95%	0	0	0
BW ENTERPRISES	467.00	44	177.0	1.6103	4	79%	0	0	0
S B T books	557.00	113	267.0	1.9207	4.5	88%	0	0	0
W S Retaill	553.00	34	263.0	1.9069	3.5	68%	0	0	0
HERITAGE PUBLISHERS	569.00	783	279.0	1.9621	4.5	94%	0	0	0
V5MARK	466.00	8	176.0	1.6069	4	75%	0	0	0
Sunrise Book store	458.00	1,360	168.0	1.5793	3.5	61%	0	0	0
EXCELLENT BOOK SERVICE	479.20	12	189.2	1.6524	3	50%	0	0	0
Booksmandi	480.00	2,531	190.0	1.6552	4.5	89%	0	0	0
Suraj Trading - Express Delivery	487.00	48	197.0	1.6793	3	53%	0	0	0
Resource book store	509.00	1	219.0	1.7552	5	100%	0	0	0
Abhinav Books Store	527.12	60	237.12	1.8177	3	53%	0	0	0
Royal500	599.00	884	309.0	2.0655	4.5	92%	0	0	0
Santusti Enterprises	599.00	26	309.0	2.0655	4	81%	0	0	0
CrossWord Books	551.00	116	261.0	1.9	5	95%	0	0	0
BookInc	540.00	17	250.0	1.8621	4.5	94%	0	0	0
The Grand_Store	580.00	10	290.0	2.0	3	50%	0	0	0
BOOKKR	599.00	5	309.0	2.0655	3.5	60%	0	0	0
procurement_specialist	509.00	84	219.0	1.7552	4	81%	0	0	0
Books-a-zillion	539.10	89	249.1	1.859	4	82%	0	0	0
Browsers' Lounge	576.00	122	286.0	1.9862	4.5	96%	0	0	0
NS DISTRIBUTOR	599.00	7	309.0	2.0655	4	86%	0	0	0
Kushii Radiance Bookshop	570.00	63	280.0	1.9655	4.5	84%	0	0	0
ROXY BOOK SHOP	599.00	69	309.0	2.0655	4	72%	0	0	0
Talekart	599.00	19	309.0	2.0655	5	95%	0	0	0
Read factor	395.00	1,538	105.0	1.3621	3.5	67%	0	0	0
BooksRaja	474.00	171	184.0	1.6345	4.5	85%	0	0	0
Sunrise Book store	458.00	1,360	168.0	1.5793	3.5	61%	0	0	0
Abhinav Books Store	539.10	60	249.1	1.859	3	53%	0	0	0
Books-a-zillion	539.10	89	249.1	1.859	4	82%	0	0	0
SAI BOOKS	593.00	181	303.0	2.0448	3	46%	0	0	0
joya book	730.00		440.0	2.5172			0	0	0
INFINITE BOOKS	1499.14	290	1209.14	5.1694	5	99%	0	0	0
SAI BOOKS	593.00	181	303.0	2.0448	3	46%	0	0	0
