Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	263.00	1,527	0.0	1.0	3.5	67%	0	0	0
Buy Amazing Books	271.00	3,554	8.0	1.0304	3	51%	0	0	0
Inetrade India	263.92	3,253	0.92	1.0035	4	75%	0	0	0
R-our Book	299.00	1,304	36.0	1.1369	4	78%	0	0	1
MK BOOKS INDIA	339.00	2,247	76.0	1.289	2.5	34%	0	0	0
Books Carnival	360.00	9	97.0	1.3688	4.5	89%	0	0	0
RSONS	295.00	481	32.0	1.1217	4.5	84%	0	0	0
HERITAGE PUBLISHERS	379.00	783	116.0	1.4411	4.5	94%	0	0	0
Essay Shopping Malls	380.00	52	117.0	1.4449	4	75%	0	0	0
killer,sbooks	383.00	18	120.0	1.4563	5	100%	0	0	0
All India Books	300.00	124	37.0	1.1407	3.5	58%	0	0	0
ScribbleGraffito	327.18	29	64.18	1.244	4.5	91%	0	0	0
BooksRaja	312.00	171	49.0	1.1863	4.5	85%	0	0	0
BookAdda	339.00	365	76.0	1.289	3	47%	0	0	0
Wish Your Book	347.13		84.13	1.3199			0	0	0
Abhinav Books Store	359.10	60	96.1	1.3654	3	54%	0	0	0
Books-a-zillion	359.10	89	96.1	1.3654	4	82%	0	0	0
Books-a-zillion	371.07	89	108.07	1.4109	4	82%	0	0	0
A to Z Book House	399.00	1,275	136.0	1.5171	3	46%	0	0	0
