Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
JBCPD	310.00	32,618	0.0	1.0	4.5	93%	1	0	0
Cloudtail India	310.00	1,299,263	0.0	1.0	4.5	92%	1	1	1
rc book sellers	310.00		0.0	1.0			0	0	0
AHINSA ENTERPRISES	329.00	16	19.0	1.0613	4	81%	0	0	0
uRead-Store	361.00	25,140	51.0	1.1645	4.5	92%	1	0	0
Manav Books	415.00	1,856	105.0	1.3387	4	78%	1	0	0
ModernBooks	416.00	4,028	106.0	1.3419	4.5	99%	1	0	0
COMPETITION PARADISE	420.00	1,350	110.0	1.3548	4	84%	1	0	0
Saibookdepot	345.00	43	35.0	1.1129	3	44%	0	0	0
Ksagar Book Centre	360.00	17	50.0	1.1613	3.5	65%	0	0	0
BOOK CENTRE	388.00	862	78.0	1.2516	4	81%	0	0	0
Books-a-zillion	390.00	89	80.0	1.2581	4	82%	0	0	0
SAI BOOKS	501.00	181	191.0	1.6161	3	46%	0	0	0
The shiv book store	954.00		644.0	3.0774			0	0	0
