Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	496.00	25,132	53.0	1.1196	4.5	92%	1	0	0
Cloudtail India	496.00	1,299,183	53.0	1.1196	4.5	92%	1	1	1
Goodread Bookstore	443.00	579	0.0	1.0	5	97%	0	0	0
Browsers' Lounge	576.00	122	133.0	1.3002	4.5	96%	0	0	0
A to Z Book House	599.00	1,275	156.0	1.3521	3	46%	0	0	0
Atlantic Publishers and Distributors	608.00	14,537	165.0	1.3725	4.5	94%	0	0	0
Peacockbooks	663.00	2,801	220.0	1.4966	4.5	92%	0	0	0
B2A UK	1084.00	6,928	641.0	2.447	4.5	83%	0	0	0
IndieCulture	2073.99		1630.99	4.6817			0	0	0
D R	2145.00	12,168	1702.0	4.842	4	82%	0	0	0
