Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	329.00	1,536	2.52	1.0077	3.5	67%	0	0	0
uRead-Store	399.48	25,154	73.0	1.2236	4.5	92%	1	0	1
Trans Infopreneur Inc	400.48	218	74.0	1.2267	4.5	94%	1	0	0
Inetrade India	326.48	3,256	0.0	1.0	4	75%	0	0	0
ApnaBazzar	411.48	50	85.0	1.2604	3.5	62%	0	0	0
R-our Book	374.00	1,305	47.52	1.1456	4	76%	0	0	0
MK BOOKS INDIA	424.00	2,249	97.52	1.2987	2.5	34%	0	0	0
AskTech Books	380.00	2	53.52	1.1639	2.5	50%	0	0	0
Goodread Bookstore	444.00	579	117.52	1.36	5	97%	1	0	0
A Mind's Bookstore	364.00	1,409	37.52	1.1149	4.5	89%	0	0	0
RSONS	369.00	481	42.52	1.1302	4.5	84%	0	0	0
Amazing Books-wow	448.00	106	121.52	1.3722	4.5	97%	0	0	0
SRBOOKWORLD	449.00	404	122.52	1.3753	4.5	93%	0	0	0
MONOBO BOOKS	364.00	117	37.52	1.1149	4.5	86%	0	0	0
Sunrise Book store	375.00	1,360	48.52	1.1486	3.5	61%	0	0	0
SBM Enterprises	369.26	48	42.78	1.131	4	75%	0	0	0
BooksRaja	364.00	171	37.52	1.1149	4.5	85%	0	0	0
Mumbai gift corner	474.00	720	147.52	1.4519	4.5	89%	0	0	0
The Bookhive	399.20	43	72.72	1.2227	4	80%	0	0	0
Suryan Books	399.00	39	72.52	1.2221	4.5	95%	0	0	0
aspire india	399.00	332	72.52	1.2221	4	72%	0	0	0
TODAY READERS	399.00	23	72.52	1.2221	4.5	82%	0	0	0
BW ENTERPRISES	390.00	44	63.52	1.1946	4	79%	0	0	0
Skycart	409.00	479	82.52	1.2528	4.5	90%	0	0	0
Booksmandi	400.00	2,531	73.52	1.2252	4.5	89%	0	0	0
S B T books	464.00	113	137.52	1.4212	4.5	88%	0	0	0
Resource book store	424.00	1	97.52	1.2987	5	100%	0	0	0
Abhinav Books Store	439.12	60	112.64	1.345	3	53%	0	0	0
Suraj Trading - Express Delivery	405.00	48	78.52	1.2405	3	53%	0	0	0
MegaOnlineDeals	405.00	187	78.52	1.2405	4	79%	0	0	0
Wish Your Book	424.15		97.67	1.2992			0	0	0
CrossWord Books	459.00	116	132.52	1.4059	5	95%	0	0	0
Vaishno Books Store	444.11	7	117.63	1.3603	4.5	86%	0	0	0
BSK Book	489.00	160	162.52	1.4978	3.5	60%	0	0	0
BookInc	450.00	17	123.52	1.3783	4.5	94%	0	0	0
Book store01	499.00	14	172.52	1.5284	3.5	57%	0	0	0
BOOK CENTRE	441.00	862	114.52	1.3508	4	81%	0	0	0
Maitry book Agency	400.00	139	73.52	1.2252	3.5	68%	0	0	0
READERS CHOICE BOOKS	449.00	100	122.52	1.3753	4	76%	0	0	0
Browsers' Lounge	477.00	122	150.52	1.461	4.5	96%	0	0	0
Trans Infopreneur Inc	401.00	218	74.52	1.2283	4.5	94%	0	0	0
aspire india	399.00	332	72.52	1.2221	4	72%	0	0	0
Books-a-zillion	449.10	89	122.62	1.3756	4	82%	0	0	0
SAnSRack	499.00	14	172.52	1.5284	4	79%	0	0	0
A to Z Book House	499.00	1,276	172.52	1.5284	3	44%	0	0	0
Ambe Books	533.38	2	206.9	1.6337	3	50%	0	0	0
Ginni Books	533.48	9	207.0	1.634	4.5	89%	0	0	0
SAI BOOKS	494.00	181	167.52	1.5131	3	46%	0	0	0
famous_Books	699.00	4	372.52	2.141	4.5	75%	0	0	0
etohfa	2356.00	23	2029.52	7.2164	5	100%	0	0	0
aspire india	480.00	332	153.52	1.4702	4	72%	1	0	0
S B T books	464.00	113	137.52	1.4212	4.5	88%	0	0	0
CrossWord Books	459.00	116	132.52	1.4059	5	95%	0	0	0
Abhinav Books Store	449.10	60	122.62	1.3756	3	53%	0	0	0
Abhinav Books Store	459.00	60	132.52	1.4059	3	53%	0	0	0
BSK Book	499.00	160	172.52	1.5284	3.5	60%	0	0	0
