Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	449.00	25,152	99.0	1.2829	4.5	92%	1	0	1
ALL INDIA BOOK STORE	350.00	9	0.0	1.0	3.5	67%	0	0	0
famous_Books	499.00	4	149.0	1.4257	4.5	75%	0	0	0
JustBuyBooks	740.00	26	390.0	2.1143	3.5	69%	0	0	0
Atlantic Publishers and Distributors	703.00	14,540	353.0	2.0086	4.5	94%	0	0	0
Bookswagon	807.00	6,387	457.0	2.3057	4	70%	0	0	0
Peacockbooks	758.00	2,801	408.0	2.1657	4.5	92%	0	0	0
Atlantic Publishers and Distributors	873.00	14,540	523.0	2.4943	4.5	94%	0	0	0
Sunrise Book store	776.00	1,359	426.0	2.2171	3.5	61%	0	0	0
Fast Media 2	1692.15	6,006	1342.15	4.8347	4	72%	0	0	0
Bookswagon	879.00	6,387	529.0	2.5114	4	70%	0	0	0
Sunrise Book store	922.00	1,359	572.0	2.6343	3.5	61%	0	0	0
Sunrise Book store	847.00	1,359	497.0	2.42	3.5	61%	0	0	0
