Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	650.00	17,781	44.0	1.0726	4.5	95%	1	0	0
uRead-Store	650.00	25,127	44.0	1.0726	4.5	92%	1	0	0
Crossword Bookstores Ltd	650.00	2,475	44.0	1.0726	4	74%	0	0	0
Goodread Bookstore	719.00	579	113.0	1.1865	5	97%	1	0	0
ReadAhead	719.00	213	113.0	1.1865	4	79%	0	0	0
Bookflow	719.10	3,100	113.1	1.1866	3.5	67%	0	0	0
Skycart	655.00	479	49.0	1.0809	4.5	90%	0	0	0
Sunrise Book store	606.00	1,356	0.0	1.0	3.5	61%	0	0	0
Books-a-zillion	719.10	89	113.1	1.1866	4	82%	0	0	0
Bookflow	719.10	3,100	113.1	1.1866	3.5	67%	0	0	0
