Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Ganesh Book Studio	469.00		0.0	1.0			0	0	0
uRead-Store	523.00	25,127	54.0	1.1151	4.5	92%	1	0	1
World500	535.00	3,248	66.0	1.1407	4	76%	0	0	0
Amazing_Buy	558.00	17,781	89.0	1.1898	4.5	95%	1	0	0
Buy Amazing Books	559.00	3,536	90.0	1.1919	3	51%	0	0	0
R Rare Books	579.00	2	110.0	1.2345	5	100%	0	0	0
Book Selection Centre	500.00	136	31.0	1.0661	4.5	96%	0	0	0
Capsbookz	599.00		130.0	1.2772			0	0	0
aspire india	524.00	331	55.0	1.1173	4	73%	0	0	0
BOOKFACTRY	639.00	1	170.0	1.3625	5	100%	0	0	0
BooksStation	639.00		170.0	1.3625			0	0	0
Book,stage	639.00		170.0	1.3625			0	0	0
Crossword Bookstores Ltd	640.00	2,475	171.0	1.3646	4	74%	0	0	0
FOUNTAINHEAD	575.00	98	106.0	1.226	4.5	91%	0	0	0
Sri Ganesha Books	575.00	382	106.0	1.226	4	82%	0	0	0
Inetrade India	586.89	3,249	117.89	1.2514	4	75%	0	0	0
A Mind's Bookstore	583.00	1,409	114.0	1.2431	4.5	89%	0	0	0
Mumbai gift corner	669.00	717	200.0	1.4264	4.5	90%	0	0	0
MK BOOKS INDIA	679.00	2,245	210.0	1.4478	2.5	34%	0	0	0
O_Store	599.25	593	130.25	1.2777	4.5	87%	0	0	0
SBM Enterprises	591.26	48	122.26	1.2607	4	75%	0	0	0
Comma365	646.00	2,242	177.0	1.3774	4.5	95%	0	0	0
Goodread Bookstore	703.00	579	234.0	1.4989	5	97%	1	0	0
Browsers' Lounge	639.20	122	170.2	1.3629	4.5	96%	0	0	0
The Bookhive	639.20	43	170.2	1.3629	4	80%	0	0	0
BW ENTERPRISES	623.00	44	154.0	1.3284	4	79%	0	0	0
TODAY READERS	639.00	23	170.0	1.3625	4.5	82%	0	0	0
ReadAhead	719.00	213	250.0	1.533	4	79%	0	0	0
Bookflow	719.10	3,100	250.1	1.5333	3.5	67%	0	0	0
fairdealenterprise	615.23	41	146.23	1.3118	2.5	34%	0	0	0
Booknow	623.00	898	154.0	1.3284	4	80%	0	0	0
W S Retaill	737.00	34	268.0	1.5714	3.5	69%	0	0	0
S B T books	737.00	113	268.0	1.5714	4.5	88%	0	0	0
Booksmandi	640.00	2,530	171.0	1.3646	4.5	89%	0	0	0
ScribbleGraffito	663.17	29	194.17	1.414	4.5	91%	0	0	0
BSK Book	749.00	159	280.0	1.597	3.5	60%	0	0	0
Amazing BookS	639.00	106	170.0	1.3625	3	54%	0	0	0
CrossWord Books	735.00	116	266.0	1.5672	5	95%	0	0	0
SOMYA BOOKS	646.00	54	177.0	1.3774	3.5	59%	0	0	0
Santusti Enterprises	799.00	26	330.0	1.7036	4	81%	0	0	0
killer,sbooks	799.00	18	330.0	1.7036	5	100%	0	0	0
Book store01	779.00	11	310.0	1.661	3	45%	0	0	0
BookInc	744.00	17	275.0	1.5864	4.5	94%	0	0	0
Books-a-zillion	719.10	89	250.1	1.5333	4	82%	0	0	0
BOOKKR	799.00	5	330.0	1.7036	3.5	60%	0	0	0
Kushii Radiance Bookshop	760.00	63	291.0	1.6205	4.5	84%	0	0	0
Talekart	775.00	19	306.0	1.6525	5	95%	0	0	0
SansRack	799.00	1,050	330.0	1.7036	4.5	94%	0	0	0
A to Z Book House	799.00	1,275	330.0	1.7036	3	46%	0	0	0
Universal Books House	999.00	1	530.0	2.1301	5	100%	0	0	0
Bookflow	719.10	3,100	250.1	1.5333	3.5	67%	0	0	0
B2A UK	1544.00	6,928	1075.0	3.2921	4.5	83%	0	0	0
INFINITE BOOKS	2869.44	282	2400.44	6.1182	5	99%	0	0	0
