Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	379.00	25,127	0.0	1.0	4.5	92%	1	0	1
Amazing_Buy	379.00	17,781	0.0	1.0	4.5	95%	1	0	0
Crossword Bookstores Ltd	399.00	2,475	20.0	1.0528	4	74%	0	0	0
ReadAhead	449.00	213	70.0	1.1847	4	79%	0	0	0
Bookflow	449.10	3,100	70.1	1.185	3.5	67%	0	0	0
Comma365	415.00	2,242	36.0	1.095	4.5	95%	0	0	0
Goodread Bookstore	459.00	579	80.0	1.2111	5	97%	1	0	0
Sunrise Book store	389.00	1,356	10.0	1.0264	3.5	61%	0	0	0
aspire india	400.00	331	21.0	1.0554	4	73%	0	0	0
Skycart	409.00	479	30.0	1.0792	4.5	90%	0	0	0
Bookflow	449.10	3,100	70.1	1.185	3.5	67%	0	0	0
Bookflow	450.00	3,100	71.0	1.1873	3.5	67%	0	0	0
RSONS	415.00	481	36.0	1.095	4.5	84%	0	0	0
Sunrise Book store	418.00	1,356	39.0	1.1029	3.5	61%	0	0	0
Books-a-zillion	449.00	89	70.0	1.1847	4	82%	0	0	0
Books-a-zillion	449.10	89	70.1	1.185	4	82%	0	0	0
A to Z Book House	499.00	1,275	120.0	1.3166	3	46%	0	0	0
Books-a-zillion	499.00	89	120.0	1.3166	4	82%	0	0	0
