Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Jawahar Book Centre	715.00	3,140	1.0	1.0014	4	76%	0	0	0
Cloudtail India	790.00	1,299,289	76.0	1.1064	4.5	92%	1	1	1
Booksmandi	714.00	2,531	0.0	1.0	4.5	89%	0	0	0
All India Book House	899.00	2,957	185.0	1.2591	4.5	93%	1	0	0
Inetrade India	824.43	3,256	110.43	1.1547	4	75%	0	0	0
Sunrise Book store	804.00	1,359	90.0	1.1261	3.5	61%	0	0	0
Bookswagon	793.00	6,387	79.0	1.1106	4	70%	0	0	0
BooksRaja	862.00	171	148.0	1.2073	4.5	85%	0	0	0
Books-a-zillion	939.00	89	225.0	1.3151	4	82%	0	0	0
Ebookstore	1189.00	522	475.0	1.6653	4.5	85%	0	0	0
Book eHub	1217.00	32	503.0	1.7045	4	72%	0	0	0
ASIAN TREASURES	1266.00	18	552.0	1.7731	4.5	94%	0	0	0
Speedy_Books	1443.00	490	729.0	2.021	4.5	81%	0	0	0
