Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Bookswagon	1865.00	6,382	19.0	1.0103	4	70%	0	0	1
Bookswagon	1983.00	6,382	137.0	1.0742	4	70%	0	0	1
Sunrise Book store	1846.00	1,357	0.0	1.0	3.5	61%	0	0	0
Sunrise Book store	1860.00	1,357	14.0	1.0076	3.5	61%	0	0	0
B2A UK	2066.00	6,928	220.0	1.1192	4.5	83%	0	0	0
Bookswagon	2081.00	6,382	235.0	1.1273	4	70%	0	0	1
Sunrise Book store	1926.00	1,357	80.0	1.0433	3.5	61%	0	0	0
INFINITE BOOKS	2705.74	285	859.74	1.4657	5	99%	0	0	0
D R	4192.00	12,168	2346.0	2.2709	4	82%	0	0	0
Bookswagon	2144.00	6,382	298.0	1.1614	4	70%	0	0	1
Sunrise Book store	2370.00	1,357	524.0	1.2839	3.5	61%	0	0	0
Sunrise Book store	2203.00	1,357	357.0	1.1934	3.5	61%	0	0	0
