Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	1340.00	1,299,153	0.0	1.0	4.5	92%	1	1	1
Global Book Store	1340.44	623	0.44	1.0003	5	99%	1	0	0
Sunrise Book store	1863.00	1,356	523.0	1.3903	3.5	61%	0	0	0
Atlantic Publishers and Distributors	1831.00	14,537	491.0	1.3664	4.5	94%	0	0	0
Peacockbooks	1905.00	2,800	565.0	1.4216	4.5	92%	0	0	0
Bookswagon	2069.00	6,375	729.0	1.544	4	70%	0	0	0
ALL INDIA BOOK STORE	2099.00	9	759.0	1.5664	3.5	67%	0	0	0
INFINITE BOOKS	2266.16	282	926.16	1.6912	5	99%	0	0	0
SmartGlobal	2507.00	212	1167.0	1.8709	3	50%	0	0	0
Fast Media 2	2918.67	6,005	1578.67	2.1781	4	72%	0	0	0
Atlantic Publishers and Distributors	2097.00	14,537	757.0	1.5649	4.5	94%	0	0	0
Bookswagon	2101.00	6,375	761.0	1.5679	4	70%	0	0	0
Sunrise Book store	1976.00	1,356	636.0	1.4746	3.5	61%	0	0	0
Sunrise Book store	2010.00	1,356	670.0	1.5	3.5	61%	0	0	0
