Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Geetha Enterprises, Bangalore	298.00	42	0.0	1.0	4	76%	0	0	0
Amazing_Buy	364.00	17,790	66.0	1.2215	4.5	95%	1	0	0
uRead-Store	364.00	25,158	66.0	1.2215	4.5	92%	1	0	1
Inetrade India	326.48	3,258	28.48	1.0956	4	75%	0	0	0
AskTech Books	380.00	2	82.0	1.2752	2.5	50%	0	0	0
Bookflow	449.10	3,100	151.1	1.507	3.5	68%	0	0	0
Royal500	474.00	888	176.0	1.5906	4.5	92%	0	0	0
Skycart	409.00	479	111.0	1.3725	4.5	90%	0	0	0
Buy Amazing Books	499.00	3,570	201.0	1.6745	3	52%	0	0	0
Santusti Enterprises	499.00	26	201.0	1.6745	4	81%	0	0	0
CrossWord Books	459.00	116	161.0	1.5403	5	95%	0	0	0
Book store01	499.00	14	201.0	1.6745	3.5	57%	0	0	0
Amazing BookS	399.00	106	101.0	1.3389	3	54%	0	0	0
BOOKKR	499.00	5	201.0	1.6745	3.5	60%	0	0	0
SN Square	549.00	59	251.0	1.8423	4	75%	0	0	0
dealstar	683.00	6,603	385.0	2.2919	4.5	85%	0	0	0
S B T books	462.00	113	164.0	1.5503	4.5	88%	0	0	0
Bookswagon	778.00	6,390	480.0	2.6107	4	70%	0	0	0
W S Retaill	461.00	34	163.0	1.547	3.5	68%	0	0	0
Sunrise Book store	775.00	1,360	477.0	2.6007	3.5	61%	0	0	0
CrossWord Books	459.00	116	161.0	1.5403	5	95%	0	0	0
