Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Bookswagon	1640.00	6,382	5.0	1.0031	4	70%	0	0	0
Global Book Store	1699.00	623	64.0	1.0391	5	99%	1	0	1
Atlantic Publishers and Distributors	1671.00	14,538	36.0	1.022	4.5	94%	0	0	0
Peacockbooks	1745.00	2,801	110.0	1.0673	4.5	92%	0	0	0
Sunrise Book store	1635.00	1,357	0.0	1.0	3.5	61%	0	0	0
Atlantic Publishers and Distributors	1838.00	14,538	203.0	1.1242	4.5	94%	0	0	0
Bookswagon	1843.00	6,382	208.0	1.1272	4	70%	0	0	0
Fast Media 2	2403.26	6,005	768.26	1.4699	4	72%	0	0	0
D R	3408.00	12,168	1773.0	2.0844	4	82%	0	0	0
etohfa	3687.00	23	2052.0	2.255	5	100%	0	0	0
Bookswagon	1901.00	6,382	266.0	1.1627	4	70%	0	0	0
Sunrise Book store	1807.00	1,357	172.0	1.1052	3.5	61%	0	0	0
