Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Bookswagon	21211.00	6,387	0.0	1.0	4	70%	0	0	1
Atlantic Publishers and Distributors	21472.00	14,540	261.0	1.0123	4.5	94%	0	0	0
Bookswagon	21713.00	6,387	502.0	1.0237	4	70%	0	0	1
Sunrise Book store	21724.00	1,359	513.0	1.0242	3.5	61%	0	0	0
Fast Media 2	24825.38	6,006	3614.38	1.1704	4	72%	0	0	0
B2A UK	24963.00	6,928	3752.0	1.1769	4.5	83%	0	0	0
Bookswagon	27993.00	6,387	6782.0	1.3197	4	70%	0	0	1
Peacockbooks	28749.00	2,801	7538.0	1.3554	4.5	92%	0	0	0
Fast Media 2	32945.00	6,006	11734.0	1.5532	4	72%	0	0	0
ReproIndia	45879.00	924	24668.0	2.163	4	79%	0	0	0
