Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	899.00	17,790	0.0	1.0	4.5	95%	1	0	1
Read factor	989.00	1,532	90.0	1.1001	3.5	67%	0	0	0
World500	1004.00	3,277	105.0	1.1168	4	76%	0	0	0
Sri Ganesha Books	1079.00	382	180.0	1.2002	4	82%	0	0	0
FOUNTAINHEAD	1079.00	98	180.0	1.2002	4.5	91%	0	0	0
Inetrade India	1176.03	3,256	277.03	1.3082	4	75%	0	0	0
BSK Book	1379.00	160	480.0	1.5339	3.5	60%	0	0	0
Goodread Bookstore	1424.00	579	525.0	1.584	5	97%	1	0	0
Mumbai gift corner	1424.00	720	525.0	1.584	4.5	89%	0	0	0
Buy Amazing Books	1499.00	3,558	600.0	1.6674	3	51%	0	0	0
Fast Media 2	1520.91	6,006	621.91	1.6918	4	72%	0	0	0
Book store01	1499.00	14	600.0	1.6674	3.5	57%	0	0	0
Ginni Books	1427.98	9	528.98	1.5884	4.5	89%	0	0	0
Ambe Books	1427.98	2	528.98	1.5884	3	50%	0	0	0
Bookswagon	1650.00	6,387	751.0	1.8354	4	70%	0	0	0
JustBuyBooks	1705.00	26	806.0	1.8966	3.5	69%	0	0	0
Sunrise Book store	1628.00	1,359	729.0	1.8109	3.5	61%	0	0	0
B2A UK	1901.00	6,928	1002.0	2.1146	4.5	83%	0	0	0
PKS RETAIL	2302.00	4	1403.0	2.5606	5	100%	0	0	0
Fast Media 2	2384.70	6,006	1485.7	2.6526	4	72%	0	0	0
Ginni Books	1428.05	9	529.05	1.5885	4.5	89%	0	0	0
Bookswagon	1714.00	6,387	815.0	1.9066	4	70%	0	0	0
Bookswagon	1856.00	6,387	957.0	2.0645	4	70%	0	0	0
Bookswagon	1871.00	6,387	972.0	2.0812	4	70%	0	0	0
Bookswagon	1856.00	6,387	957.0	2.0645	4	70%	0	0	0
Sunrise Book store	1709.00	1,359	810.0	1.901	3.5	61%	0	0	0
Sunrise Book store	1762.00	1,359	863.0	1.96	3.5	61%	0	0	0
Sunrise Book store	1785.00	1,359	886.0	1.9855	3.5	61%	0	0	0
SmartGlobal	2397.00	213	1498.0	2.6663	3	49%	0	0	0
D R	3439.00	12,169	2540.0	3.8254	4	82%	0	0	0
