Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	419.00	25,152	27.11	1.0692	4.5	92%	1	0	1
Inetrade India	391.89	3,256	0.0	1.0	4	75%	0	0	0
DCDistributors	440.00	6	48.11	1.1228	3.5	67%	0	0	0
Bookflow	533.11	3,100	141.22	1.3604	3.5	68%	0	0	0
Browsers' Lounge	576.00	122	184.11	1.4698	4.5	96%	0	0	0
Read factor	672.00	1,532	280.11	1.7148	3.5	67%	0	0	0
A to Z Book House	599.00	1,275	207.11	1.5285	3	45%	0	0	0
siddharth books	700.00	51	308.11	1.7862	2.5	36%	0	0	0
famous_Books	799.00	4	407.11	2.0388	4.5	75%	0	0	0
Bookswagon	918.00	6,387	526.11	2.3425	4	70%	0	0	0
DCDistributors	450.00	6	58.11	1.1483	3.5	67%	0	0	0
Sunrise Book store	955.00	1,359	563.11	2.4369	3.5	61%	0	0	0
Sunrise Book store	1186.00	1,359	794.11	3.0264	3.5	61%	0	0	0
