Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	598.00	1,299,180	98.0	1.196	4.5	92%	1	1	1
uRead-Store	598.00	25,132	98.0	1.196	4.5	92%	1	0	0
A to Z Book House	599.00	1,275	99.0	1.198	3	46%	0	0	0
Shop Pagee	500.00	21	0.0	1.0	4.5	90%	0	0	0
Atlantic Publishers and Distributors	666.00	14,537	166.0	1.332	4.5	94%	0	0	0
Peacockbooks	721.00	2,801	221.0	1.442	4.5	92%	0	0	0
Bookswagon	785.00	6,377	285.0	1.57	4	70%	0	0	0
Sunrise Book store	782.00	1,356	282.0	1.564	3.5	61%	0	0	0
B2A UK	1200.00	6,928	700.0	2.4	4.5	83%	0	0	0
INFINITE BOOKS	1520.85	284	1020.85	3.0417	5	99%	0	0	0
Bookswagon	786.00	6,377	286.0	1.572	4	70%	0	0	0
