Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	329.00	1,516	2.52	1.0077	3.5	67%	0	0	0
World500	339.00	3,248	12.52	1.0383	4	76%	0	0	0
uRead-Store	355.00	25,123	28.52	1.0874	4.5	92%	1	0	1
Amazing_Buy	355.00	17,778	28.52	1.0874	4.5	95%	1	0	0
Inetrade India	326.48	3,249	0.0	1.0	4	75%	0	0	0
MK BOOKS INDIA	424.00	2,245	97.52	1.2987	2.5	34%	0	0	0
A Mind's Bookstore	364.00	1,409	37.52	1.1149	4.5	89%	0	0	0
Bookflow	444.11	3,100	117.63	1.3603	3.5	68%	0	0	0
ReadAhead	449.00	213	122.52	1.3753	4	79%	0	0	0
AskTech Books	380.00	2	53.52	1.1639	2.5	50%	0	0	0
O_Store	374.25	593	47.77	1.1463	4.5	87%	0	0	0
Goodread Bookstore	459.00	578	132.52	1.4059	5	97%	1	0	0
SBM Enterprises	369.26	48	42.78	1.131	4	75%	0	0	0
Book Selection Centre	374.00	136	47.52	1.1456	4.5	96%	0	0	0
Sunrise Book store	389.00	1,356	62.52	1.1915	3.5	61%	0	0	0
Royal500	471.00	875	144.52	1.4427	4.5	92%	0	0	0
HERITAGE PUBLISHERS	474.00	783	147.52	1.4519	4.5	94%	0	0	0
The Bookhive	399.20	43	72.72	1.2227	4	80%	0	0	0
siddharth books	400.00	51	73.52	1.2252	2.5	36%	0	0	0
TODAY READERS	399.00	23	72.52	1.2221	4.5	82%	0	0	0
killer,sbooks	479.00	18	152.52	1.4672	5	100%	0	0	0
BW ENTERPRISES	390.00	44	63.52	1.1946	4	79%	0	0	0
Skycart	409.00	479	82.52	1.2528	4.5	90%	0	0	0
All India Books	409.00	124	82.52	1.2528	3.5	59%	0	0	0
Booknow	389.00	898	62.52	1.1915	4	80%	0	0	0
ScribbleGraffito	414.17	29	87.69	1.2686	4.5	91%	0	0	0
Buy Amazing Books	499.00	3,536	172.52	1.5284	3	51%	0	0	0
BSK Book	499.00	159	172.52	1.5284	3.5	60%	0	0	0
Booksmandi	400.00	2,530	73.52	1.2252	4.5	89%	0	0	0
Book store01	479.00	11	152.52	1.4672	3	45%	0	0	0
Browsers' Lounge	477.00	122	150.52	1.461	4.5	96%	0	0	0
The Grand_Store	490.00	10	163.52	1.5009	3	50%	0	0	0
A to Z Book House	499.00	1,275	172.52	1.5284	3	46%	0	0	0
ALL INDIA BOOK STORE	499.00	9	172.52	1.5284	3.5	67%	0	0	0
PKS RETAIL	687.00	4	360.52	2.1043	5	100%	0	0	0
Bookswagon	788.00	6,375	461.52	2.4136	4	70%	0	0	0
Universal Books House	645.00	1	318.52	1.9756	5	100%	0	0	0
BooksRaja	801.00	171	474.52	2.4534	4.5	85%	0	0	0
Ebookstore	926.00	522	599.52	2.8363	4.5	85%	0	0	0
B2A UK	1200.00	6,928	873.52	3.6756	4.5	84%	0	0	0
ReadAhead	449.00	213	122.52	1.3753	4	79%	0	0	0
Bookflow	449.10	3,100	122.62	1.3756	3.5	68%	0	0	0
Bookswagon	788.00	6,375	461.52	2.4136	4	70%	0	0	0
Sunrise Book store	750.00	1,356	423.52	2.2972	3.5	61%	0	0	0
Sunrise Book store	786.00	1,356	459.52	2.4075	3.5	61%	0	0	0
Bookswagon	751.00	6,375	424.52	2.3003	4	70%	0	0	0
