Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
J B Books Sellers & Distributors	285.00	770	0.0	1.0	4	81%	0	0	0
NIZAM BOOKS	349.00	25	64.0	1.2246	4	76%	0	0	0
StarMark Book Shop	285.00	1	0.0	1.0	5	100%	0	0	0
Ak Enterprises	364.00	6	79.0	1.2772	4.5	83%	0	0	0
Jawahar Book Centre	515.00	3,140	230.0	1.807	4	76%	0	0	0
Cloudtail India	590.00	1,299,235	305.0	2.0702	4.5	92%	1	1	1
QUALITYBOOKS INDIA	590.00	50	305.0	2.0702	4.5	94%	0	0	0
uRead-Store	814.00	25,136	529.0	2.8561	4.5	92%	1	0	0
Darth Vader	829.00	61	544.0	2.9088	4	77%	0	0	0
O_Store	783.10	593	498.1	2.7477	4.5	87%	0	0	0
All India Book House	949.00	2,957	664.0	3.3298	4.5	93%	1	0	0
Rama BOOKS	835.80	6	550.8	2.9326	3.5	67%	0	0	0
Sunrise Book store	844.00	1,358	559.0	2.9614	3.5	61%	0	0	0
Bookshelff	895.00	72	610.0	3.1404	4	82%	0	0	0
MK BOOKS INDIA	995.00	2,247	710.0	3.4912	2.5	34%	0	0	0
Kushii Radiance Bookshop	896.00	63	611.0	3.1439	4.5	84%	0	0	0
MANJU INTERNATIONAL	995.00	86	710.0	3.4912	4	79%	0	0	0
BOOK CENTRE	1002.00	862	717.0	3.5158	4	81%	0	0	0
Books-a-zillion	995.00	89	710.0	3.4912	4	82%	0	0	0
V5MARK	985.00	8	700.0	3.4561	4	75%	0	0	0
Books-a-zillion	995.00	89	710.0	3.4912	4	82%	0	0	0
Booksmandi	995.00	2,531	710.0	3.4912	4.5	89%	0	0	0
Sunrise Book store	954.00	1,358	669.0	3.3474	3.5	61%	0	0	0
SAI BOOKS	985.00	181	700.0	3.4561	3	46%	0	0	0
Ebookstore	1240.00	522	955.0	4.3509	4.5	85%	0	0	0
ASIAN TREASURES	1317.00	18	1032.0	4.6211	4.5	94%	0	0	0
Book eHub	1351.00	32	1066.0	4.7404	4	72%	0	0	0
Speedy_Books	1528.00	490	1243.0	5.3614	4.5	81%	0	0	0
