Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	495.00	1,516	0.0	1.0	3.5	67%	0	0	0
Royal500	663.00	875	168.0	1.3394	4.5	92%	0	0	0
Inetrade India	664.93	3,249	169.93	1.3433	4	75%	0	0	0
Global Book Store	740.00	623	245.0	1.4949	5	99%	1	0	1
MK BOOKS INDIA	750.00	2,245	255.0	1.5152	2.5	34%	0	0	0
Bookswagon	878.00	6,375	383.0	1.7737	4	70%	0	0	0
Sunrise Book store	873.00	1,356	378.0	1.7636	3.5	61%	0	0	0
JustBuyBooks	1218.00	26	723.0	2.4606	3.5	69%	0	0	0
INFINITE BOOKS	1368.76	282	873.76	2.7652	5	99%	0	0	0
Fast Media 2	1908.10	6,005	1413.1	3.8547	4	72%	0	0	0
Bookswagon	985.00	6,375	490.0	1.9899	4	70%	0	0	0
Sunrise Book store	959.00	1,356	464.0	1.9374	3.5	61%	0	0	0
D R	1977.00	12,168	1482.0	3.9939	4	82%	0	0	0
