Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	703.00	1,299,238	0.0	1.0	4.5	92%	1	1	1
Mittal Books India	803.00	15,728	100.0	1.1422	4.5	95%	1	0	0
Repro Books-On-Demand	809.00	8,429	106.0	1.1508	4.5	94%	1	0	0
uRead-Store	826.00	25,138	123.0	1.175	4.5	92%	1	0	0
ReaderBooks	745.00	441	42.0	1.0597	4	72%	0	0	0
Inetrade India	793.91	3,253	90.91	1.1293	4	75%	0	0	0
Sunrise Book store	751.00	1,358	48.0	1.0683	3.5	61%	0	0	0
MK BOOKS INDIA	899.00	2,247	196.0	1.2788	2.5	34%	0	0	0
Rama BOOKS	755.16	6	52.16	1.0742	3.5	67%	0	0	0
V5MARK	816.00	8	113.0	1.1607	4	75%	0	0	0
Sunrise Book store	772.00	1,358	69.0	1.0982	3.5	61%	0	0	0
MANJU INTERNATIONAL	899.00	86	196.0	1.2788	4	79%	0	0	0
Future Book Shop	999.00	13	296.0	1.4211	5	100%	0	0	0
Books-a-zillion	899.00	89	196.0	1.2788	4	82%	0	0	0
SAI BOOKS	890.00	181	187.0	1.266	3	46%	0	0	0
Ebookstore	1130.00	522	427.0	1.6074	4.5	85%	0	0	0
Book eHub	1184.00	32	481.0	1.6842	4	72%	0	0	0
ASIAN TREASURES	1206.00	18	503.0	1.7155	4.5	94%	0	0	0
Speedy_Books	1393.00	490	690.0	1.9815	4.5	81%	0	0	0
Sunrise Book store	772.00	1,358	69.0	1.0982	3.5	61%	0	0	0
Books-a-zillion	899.00	89	196.0	1.2788	4	82%	0	0	0
SAI BOOKS	890.00	181	187.0	1.266	3	46%	0	0	0
SAI BOOKS	1156.00	181	453.0	1.6444	3	46%	0	0	0
