Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
CFM TRADERS	139.00	4	0.0	1.0	3	50%	0	0	1
famous_Books	215.00	4	76.0	1.5468	4.5	75%	0	0	0
BooksXpert	215.00	14	76.0	1.5468	4.5	79%	0	0	0
BooksHub	230.00	4	91.0	1.6547	2	25%	0	0	0
Book's Mart	245.00	9	106.0	1.7626	3.5	67%	0	0	0
PrathamVir Book Store	264.00	25	125.0	1.8993	3	52%	0	0	0
MAA SHARDA BOOK STORE	180.00		41.0	1.295			0	0	0
Jai sai books store	200.00	1	61.0	1.4388	1	0%	0	0	0
HOME BOOK STORE	199.00	1	60.0	1.4317	1	0%	0	0	0
trump tech	280.00	3	141.0	2.0144	3.5	67%	0	0	0
A K BOOK	199.00	1	60.0	1.4317	1	0%	0	0	0
Vah trading	189.00	75	50.0	1.3597	3.5	67%	0	0	0
Sonu Book Services	198.00		59.0	1.4245			0	0	0
Book tree	234.00		95.0	1.6835			0	0	0
Global Book Store	399.00	623	260.0	2.8705	5	99%	0	0	0
Books send Books	300.00	27	161.0	2.1583	4	78%	0	0	0
Amazing_Buy	446.00	17,789	307.0	3.2086	4.5	95%	1	0	0
Defferent books	399.00		260.0	2.8705			0	0	0
Buy Amazing Books	489.00	3,557	350.0	3.518	3	51%	0	0	0
uRead-Store	544.00	25,145	405.0	3.9137	4.5	92%	1	0	0
Book Wise Darya Ganj	545.00	1,098	406.0	3.9209	4.5	89%	0	0	0
Inetrade India	477.87	3,254	338.87	3.4379	4	75%	0	0	0
Sri Ganesha Books	503.00	382	364.0	3.6187	4	82%	0	0	0
FOUNTAINHEAD	503.00	98	364.0	3.6187	4.5	91%	0	0	0
O_Store	503.28	593	364.28	3.6207	4.5	87%	0	0	0
A Mind's Bookstore	510.00	1,409	371.0	3.6691	4.5	89%	0	0	0
MK BOOKS INDIA	594.00	2,248	455.0	4.2734	2.5	34%	0	0	0
Bookflow	608.13	3,100	469.13	4.375	3.5	68%	0	0	0
Royal500	624.00	882	485.0	4.4892	4.5	92%	0	0	0
Suryan Books	559.00	39	420.0	4.0216	4.5	95%	0	0	0
Darth Vader	561.00	61	422.0	4.036	4	77%	0	0	0
aspire india	559.00	332	420.0	4.0216	4	72%	0	0	0
Randomindia	559.00	9	420.0	4.0216	3.5	67%	0	0	0
W S Retaill	645.00	34	506.0	4.6403	3.5	68%	0	0	0
S B T books	645.00	113	506.0	4.6403	4.5	88%	0	0	0
Booknow	545.00	898	406.0	3.9209	4	80%	0	0	0
Santusti Enterprises	650.00	26	511.0	4.6763	4	81%	0	0	0
BooksRaja	557.00	171	418.0	4.0072	4.5	85%	0	0	0
HERITAGE PUBLISHERS	657.00	783	518.0	4.7266	4.5	94%	0	0	0
ScribbleGraffito	580.17	29	441.17	4.1739	4.5	91%	0	0	0
Lot Book	662.00	177	523.0	4.7626	4.5	88%	0	0	0
iTippi Book	626.00	108	487.0	4.5036	4.5	91%	0	0	0
V5MARK	556.00	8	417.0	4.0	4	75%	0	0	0
Okhla Book Distributor	535.00	60	396.0	3.8489	4.5	95%	0	0	0
Amazing BookS	559.00	106	420.0	4.0216	3	54%	0	0	0
CrossWord Books	643.00	116	504.0	4.6259	5	95%	0	0	0
Rajiv Book House	560.00	371	421.0	4.0288	4.5	93%	0	0	0
Book store01	679.00	14	540.0	4.8849	3.5	57%	0	0	0
Starmark	629.10	2,139	490.1	4.5259	3.5	68%	0	0	0
BookInc	651.00	17	512.0	4.6835	4.5	94%	0	0	0
BOOKKR	699.00	5	560.0	5.0288	3.5	60%	0	0	0
A to Z Book House	699.00	1,275	560.0	5.0288	3	46%	0	0	0
Books-a-zillion	699.00	89	560.0	5.0288	4	82%	0	0	0
Sunrise Book store	699.00	1,359	560.0	5.0288	3.5	61%	0	0	0
SN Square	769.00	59	630.0	5.5324	4	75%	0	0	0
SAI BOOKS	692.00	181	553.0	4.9784	3	46%	0	0	0
Atlantic Publishers and Distributors	1210.00	14,540	1071.0	8.705	4.5	94%	0	0	0
Peacockbooks	1262.00	2,801	1123.0	9.0791	4.5	92%	0	0	0
JustBuyBooks	1306.00	26	1167.0	9.3957	3.5	69%	0	0	0
Bookswagon	1376.00	6,387	1237.0	9.8993	4	70%	0	0	0
trump tech	280.00	3	141.0	2.0144	3.5	67%	0	0	0
CrossWord Books	643.00	116	504.0	4.6259	5	95%	0	0	0
Bookswagon	1376.00	6,387	1237.0	9.8993	4	70%	0	0	0
Sunrise Book store	1419.00	1,359	1280.0	10.2086	3.5	61%	0	0	0
Bookswagon	1420.00	6,387	1281.0	10.2158	4	70%	0	0	0
Atlantic Publishers and Distributors	1454.00	14,540	1315.0	10.4604	4.5	94%	0	0	0
Sunrise Book store	1301.00	1,359	1162.0	9.3597	3.5	61%	0	0	0
ASIA BOOK POINT	2650.00	20	2511.0	19.0647	3.5	60%	0	0	0
etohfa	2752.00	23	2613.0	19.7986	5	100%	0	0	0
Bookswagon	1442.00	6,387	1303.0	10.3741	4	70%	0	0	0
Sunrise Book store	1332.00	1,359	1193.0	9.5827	3.5	61%	0	0	0
Sunrise Book store	1402.00	1,359	1263.0	10.0863	3.5	61%	0	0	0
Sunrise Book store	1404.00	1,359	1265.0	10.1007	3.5	61%	0	0	0
