Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
dealstar	355.00	6,596	0.0	1.0	4.5	85%	0	0	0
Amazing_Buy	425.00	17,787	70.0	1.1972	4.5	95%	1	0	0
uRead-Store	425.00	25,138	70.0	1.1972	4.5	92%	1	0	1
Goodread Bookstore	459.00	579	104.0	1.293	5	97%	1	0	0
Comma365	505.00	2,242	150.0	1.4225	4.5	95%	0	0	0
RSONS	498.00	481	143.0	1.4028	4.5	84%	0	0	0
Skycart	500.00	479	145.0	1.4085	4.5	90%	0	0	0
Sunrise Book store	458.00	1,358	103.0	1.2901	3.5	61%	0	0	0
Books-a-zillion	539.10	89	184.1	1.5186	4	82%	0	0	0
Sunrise Book store	492.00	1,358	137.0	1.3859	3.5	61%	0	0	0
Books-a-zillion	599.00	89	244.0	1.6873	4	82%	0	0	0
