Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	165.00	1,532	20.0	1.1379	3.5	67%	0	0	0
World500	170.00	3,277	25.0	1.1724	4	76%	0	0	0
Cloudtail India	172.00	1,299,289	27.0	1.1862	4.5	92%	1	1	1
uRead-Store	173.00	25,152	28.0	1.1931	4.5	92%	1	0	0
Famous bookshop	180.00	17	35.0	1.2414	4	82%	0	0	0
Amazing_Buy	200.00	17,790	55.0	1.3793	4.5	95%	1	0	0
Inetrade India	150.75	3,256	5.75	1.0397	4	75%	0	0	0
MONOBO BOOKS	145.00	117	0.0	1.0	4.5	86%	0	0	0
Royal500	239.00	882	94.0	1.6483	4.5	92%	0	0	0
SansRack	199.00	1,051	54.0	1.3724	4.5	94%	0	0	0
Book store01	230.00	14	85.0	1.5862	3.5	57%	0	0	0
BOOKKR	280.00	5	135.0	1.931	3.5	60%	0	0	0
Browsers' Lounge	243.00	122	98.0	1.6759	4.5	96%	0	0	0
A to Z Book House	250.00	1,275	105.0	1.7241	3	45%	0	0	0
W S Retaill	185.00	34	40.0	1.2759	3.5	68%	0	0	0
