Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	535.00	3,267	0.0	1.0	4	76%	0	0	0
YogiImpressions	599.00	211	64.0	1.1196	4.5	89%	1	0	1
R-our Book	599.00	1,305	64.0	1.1196	4	77%	0	0	0
MONOBO BOOKS	583.00	117	48.0	1.0897	4.5	86%	0	0	0
MK BOOKS INDIA	679.00	2,247	144.0	1.2692	2.5	34%	0	0	0
Randomindia	615.00	9	80.0	1.1495	3.5	67%	0	0	0
ApnaBazzar	699.00	49	164.0	1.3065	3.5	63%	0	0	0
Comma365	660.00	2,242	125.0	1.2336	4.5	95%	0	0	0
BW ENTERPRISES	616.00	44	81.0	1.1514	4	79%	0	0	0
ABRB	714.00	60	179.0	1.3346	4	82%	0	0	0
The Bookhive	639.20	43	104.2	1.1948	4	80%	0	0	0
Booksmandi	640.00	2,531	105.0	1.1963	4.5	89%	0	0	0
SRBOOKWORLD	749.00	404	214.0	1.4	4.5	93%	0	0	0
Resource book store	679.00	1	144.0	1.2692	5	100%	0	0	0
BookAdda	695.00	365	160.0	1.2991	3	46%	0	0	0
CrossWord Books	735.00	116	200.0	1.3738	5	95%	0	0	0
Shreeganesh16	715.00	27	180.0	1.3364	4.5	83%	0	0	0
NS DISTRIBUTOR	741.00	7	206.0	1.385	4	86%	0	0	0
OPUSKART IN	798.00	3	263.0	1.4916	5	100%	1	0	0
Buy Amazing Books	799.00	3,555	264.0	1.4935	3	51%	0	0	0
Abhinav Books Store	719.10	60	184.1	1.3441	3	53%	0	0	0
Winmaarc	810.00	118	275.0	1.514	3.5	68%	0	0	0
Book store01	799.00	14	264.0	1.4935	3.5	57%	0	0	0
BOOKKR	799.00	5	264.0	1.4935	3.5	60%	0	0	0
Maitry book Agency	700.00	139	165.0	1.3084	3.5	68%	0	0	0
A to Z Book House	799.00	1,275	264.0	1.4935	3	46%	0	0	0
S B T books	742.00	113	207.0	1.3869	4.5	88%	0	0	0
Special Library	856.00	57	321.0	1.6	4	74%	0	0	0
INFINITE BOOKS	1991.13	287	1456.13	3.7217	5	99%	0	0	0
SmartGlobal	2216.00	212	1681.0	4.1421	3	50%	0	0	0
YogiImpressions	650.00	211	115.0	1.215	4.5	89%	0	0	1
CrossWord Books	735.00	116	200.0	1.3738	5	95%	0	0	0
Abhinav Books Store	735.00	60	200.0	1.3738	3	53%	0	0	0
D R	2811.00	12,169	2276.0	5.2542	4	82%	0	0	0
