Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Atlantic Publishers and Distributors	599.00	14,538	0.0	1.0	4.5	94%	0	0	0
Peacockbooks	654.00	2,801	55.0	1.0918	4.5	92%	0	0	0
Cloudtail India	710.00	1,299,238	111.0	1.1853	4.5	92%	1	1	1
Bookswagon	710.00	6,382	111.0	1.1853	4	70%	0	0	0
Sunrise Book store	739.00	1,358	140.0	1.2337	3.5	61%	0	0	0
Retail Maharaj	791.12	513	192.12	1.3207	5	98%	0	0	0
B2A UK	1096.00	6,928	497.0	1.8297	4.5	83%	0	0	0
D R	1631.00	12,168	1032.0	2.7229	4	82%	0	0	0
SmartGlobal	1688.00	212	1089.0	2.818	3	50%	0	0	0
etohfa	2204.00	23	1605.0	3.6795	5	100%	0	0	0
Bookswagon	711.00	6,382	112.0	1.187	4	70%	0	0	0
Sunrise Book store	705.00	1,358	106.0	1.177	3.5	61%	0	0	0
Fast Media 2	2305.82	6,006	1706.82	3.8494	4	72%	0	0	0
