Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	684.00	17,785	0.0	1.0	4.5	95%	1	0	1
uRead-Store	685.00	25,132	1.0	1.0015	4.5	92%	1	0	0
Mittal Books India	783.00	15,728	99.0	1.1447	4.5	95%	1	0	0
Crossword Bookstores Ltd	799.00	2,475	115.0	1.1681	4	74%	0	0	0
Comma365	788.00	2,242	104.0	1.152	4.5	95%	0	0	0
Goodread Bookstore	849.00	579	165.0	1.2412	5	97%	1	0	0
Skycart	799.00	479	115.0	1.1681	4.5	90%	0	0	0
RSONS	780.00	481	96.0	1.1404	4.5	84%	0	0	0
Sunrise Book store	738.00	1,356	54.0	1.0789	3.5	61%	0	0	0
ReadAhead	899.00	213	215.0	1.3143	4	79%	0	0	0
Bookflow	899.10	3,100	215.1	1.3145	3.5	67%	0	0	0
aspire india	900.00	331	216.0	1.3158	4	73%	1	0	0
aspire india	850.00	331	166.0	1.2427	4	73%	0	0	0
HERITAGE PUBLISHERS	949.00	783	265.0	1.3874	4.5	94%	0	0	0
Books-a-zillion	899.10	89	215.1	1.3145	4	82%	0	0	0
A to Z Book House	999.00	1,275	315.0	1.4605	3	46%	0	0	0
dealstar	1251.00	6,596	567.0	1.8289	4.5	85%	0	0	0
Bookflow	899.10	3,100	215.1	1.3145	3.5	67%	0	0	0
