Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	931.00	1,299,282	0.0	1.0	4.5	92%	1	1	1
Sunrise Book store	1450.00	1,359	519.0	1.5575	3.5	61%	0	0	0
sri book house	1390.00	227	459.0	1.493	4.5	93%	0	0	0
Atlantic Publishers and Distributors	1666.00	14,540	735.0	1.7895	4.5	94%	0	0	0
Peacockbooks	1612.00	2,801	681.0	1.7315	4.5	92%	0	0	0
Bookswagon	1728.00	6,387	797.0	1.8561	4	70%	0	0	0
Sunrise Book store	1855.00	1,359	924.0	1.9925	3.5	61%	0	0	0
Fast Media 2	2144.95	6,006	1213.95	2.3039	4	72%	0	0	0
INFINITE BOOKS	2170.72	288	1239.72	2.3316	5	99%	0	0	0
etohfa	3397.00	23	2466.0	3.6488	5	100%	0	0	0
