Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	593.00	1,516	0.0	1.0	3.5	67%	0	0	0
Buy Amazing Books	629.00	3,536	36.0	1.0607	3	51%	0	0	0
Lot Book	716.00	176	123.0	1.2074	4.5	89%	0	0	0
iTippi Book	680.00	108	87.0	1.1467	4.5	91%	0	0	0
Amazing_Buy	727.30	17,778	134.3	1.2265	4.5	95%	1	0	0
uRead-Store	727.30	25,123	134.3	1.2265	4.5	92%	1	0	1
Inetrade India	652.30	3,249	59.3	1.1	4	75%	0	0	0
Goodread Bookstore	791.00	578	198.0	1.3339	5	97%	1	0	0
MK BOOKS INDIA	809.00	2,245	216.0	1.3642	2.5	34%	0	0	0
ReadAhead	809.00	213	216.0	1.3642	4	79%	0	0	0
Bookflow	809.10	3,100	216.1	1.3644	3.5	67%	0	0	0
HERITAGE PUBLISHERS	854.00	783	261.0	1.4401	4.5	94%	0	0	0
CrossWord Books	827.00	116	234.0	1.3946	5	95%	0	0	0
Amazing BookS	719.00	106	126.0	1.2125	3	54%	0	0	0
BetterDeals	899.00	12	306.0	1.516	5	100%	0	0	0
BookInc	837.00	17	244.0	1.4115	4.5	94%	0	0	0
Book store01	899.00	11	306.0	1.516	3	45%	0	0	0
A to Z Book House	899.00	1,275	306.0	1.516	3	46%	0	0	0
SN Square	989.00	59	396.0	1.6678	4	75%	0	0	0
S B T books	830.00	113	237.0	1.3997	4.5	88%	0	0	0
CrossWord Books	899.00	116	306.0	1.516	5	95%	0	0	0
W S Retaill	830.00	34	237.0	1.3997	3.5	69%	0	0	0
JustBuyBooks	1249.00	26	656.0	2.1062	3.5	69%	0	0	0
JustBuyBooks	1455.00	26	862.0	2.4536	3.5	69%	0	0	0
Bookswagon	1508.00	6,375	915.0	2.543	4	70%	0	0	0
Sunrise Book store	1503.00	1,356	910.0	2.5346	3.5	61%	0	0	0
Bookswagon	1705.00	6,375	1112.0	2.8752	4	70%	0	0	0
JustBuyBooks	1688.00	26	1095.0	2.8465	3.5	69%	0	0	0
INFINITE BOOKS	1851.69	282	1258.69	3.1226	5	99%	0	0	0
Fast Media 2	2448.81	6,005	1855.81	4.1295	4	72%	0	0	0
Sunrise Book store	1590.00	1,356	997.0	2.6813	3.5	61%	0	0	0
Sunrise Book store	1598.00	1,356	1005.0	2.6948	3.5	61%	0	0	0
Sunrise Book store	1861.00	1,356	1268.0	3.1383	3.5	61%	0	0	0
