Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Atlantic Publishers and Distributors	1542.00	14,540	0.0	1.0	4.5	94%	0	0	0
Peacockbooks	1594.00	2,801	52.0	1.0337	4.5	92%	0	0	0
Cloudtail India	1649.00	1,299,268	107.0	1.0694	4.5	92%	1	1	1
Atlantic Publishers and Distributors	1748.00	14,540	206.0	1.1336	4.5	94%	0	0	0
Bookswagon	1760.00	6,387	218.0	1.1414	4	70%	0	0	0
Bookswagon	1788.00	6,387	246.0	1.1595	4	70%	0	0	0
Sunrise Book store	1667.00	1,359	125.0	1.0811	3.5	61%	0	0	0
Sunrise Book store	1694.00	1,359	152.0	1.0986	3.5	61%	0	0	0
INFINITE BOOKS	2152.97	288	610.97	1.3962	5	99%	0	0	0
SmartGlobal	2423.00	213	881.0	1.5713	3	49%	0	0	0
Bookswagon	1788.00	6,387	246.0	1.1595	4	70%	0	0	0
