Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	442.00	1,299,181	0.0	1.0	4.5	92%	1	1	1
Repro Books on Demand	442.00	3,418	0.0	1.0	4.5	93%	1	0	0
aMuse	599.00	256	157.0	1.3552	4.5	86%	1	0	0
uRead-Store	612.00	25,132	170.0	1.3846	4.5	92%	1	0	0
Amazing_Buy	638.00	17,785	196.0	1.4434	4.5	95%	1	0	0
Crossword Bookstores Ltd	640.00	2,475	198.0	1.448	4	74%	0	0	0
Book Wise Darya Ganj	640.00	1,098	198.0	1.448	4.5	89%	0	0	0
HERITAGE PUBLISHERS	664.00	783	222.0	1.5023	4.5	94%	0	0	0
Comma365	660.00	2,242	218.0	1.4932	4.5	95%	0	0	0
Bookflow	719.10	3,100	277.1	1.6269	3.5	67%	0	0	0
Skycart	655.00	479	213.0	1.4819	4.5	90%	0	0	0
Sunrise Book store	606.00	1,356	164.0	1.371	3.5	61%	0	0	0
RSONS	664.00	481	222.0	1.5023	4.5	84%	0	0	0
BOOK CENTRE	715.00	862	273.0	1.6176	4	81%	0	0	0
Sunrise Book store	699.00	1,356	257.0	1.5814	3.5	61%	0	0	0
Books-a-zillion	719.10	89	277.1	1.6269	4	82%	0	0	0
SansRack	799.00	1,050	357.0	1.8077	4.5	94%	0	0	0
A to Z Book House	799.00	1,275	357.0	1.8077	3	46%	0	0	0
Books-a-zillion	799.00	89	357.0	1.8077	4	82%	0	0	0
Sunrise Book store	784.00	1,356	342.0	1.7738	3.5	61%	0	0	0
