Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Vibrant Publishers, India	449.00	66	0.0	1.0	5	100%	1	0	1
Repro Books-On-Demand	1219.00	8,434	770.0	2.7149	4.5	94%	1	0	0
Bookswagon	1288.00	6,387	839.0	2.8686	4	70%	0	0	0
Atlantic Publishers and Distributors	1336.00	14,540	887.0	2.9755	4.5	94%	0	0	0
Peacockbooks	1295.00	2,801	846.0	2.8842	4.5	92%	0	0	0
Bookswagon	1384.00	6,387	935.0	3.0824	4	70%	0	0	0
Sunrise Book store	1461.00	1,360	1012.0	3.2539	3.5	61%	0	0	0
Peacockbooks	1429.00	2,801	980.0	3.1826	4.5	92%	0	0	0
B2A UK	1650.00	6,928	1201.0	3.6748	4.5	83%	0	0	0
etohfa	2698.00	23	2249.0	6.0089	5	100%	0	0	0
