Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SanvirBooksWorld	456.39		0.0	1.0			0	0	0
Read factor	461.00	1,518	4.61	1.0101	3.5	67%	0	0	0
World500	475.00	3,248	18.61	1.0408	4	76%	0	0	0
The Browser Bookstore	499.00	37	42.61	1.0934	3.5	69%	0	0	0
uRead-Store	523.00	25,132	66.61	1.1459	4.5	92%	1	0	1
Amazing_Buy	524.00	17,785	67.61	1.1481	4.5	95%	1	0	0
MK BOOKS INDIA	594.00	2,247	137.61	1.3015	2.5	34%	0	0	0
Inetrade India	521.48	3,252	65.09	1.1426	4	75%	0	0	0
BOOKS PLAZA	599.00	159	142.61	1.3125	4	72%	0	0	0
AskTech Books	523.00	2	66.61	1.1459	2.5	50%	0	0	0
Sri Ganesha Books	503.00	382	46.61	1.1021	4	82%	0	0	0
ReadAhead	629.00	213	172.61	1.3782	4	79%	0	0	0
Bookflow	629.10	3,100	172.71	1.3784	3.5	67%	0	0	0
The Bookhive	559.20	43	102.81	1.2253	4	80%	0	0	0
Comma365	608.00	2,242	151.61	1.3322	4.5	95%	0	0	0
Goodread Bookstore	650.00	579	193.61	1.4242	5	97%	1	0	0
Booknow	545.00	898	88.61	1.1942	4	80%	0	0	0
ScribbleGraffito	580.17	29	123.78	1.2712	4.5	91%	0	0	0
Mumbai gift corner	664.00	718	207.61	1.4549	4.5	89%	0	0	0
HERITAGE PUBLISHERS	664.00	783	207.61	1.4549	4.5	94%	0	0	0
Booksmandi	560.00	2,531	103.61	1.227	4.5	89%	0	0	0
fairdealenterprise	538.23	41	81.84	1.1793	2.5	34%	0	0	0
CrossWord Books	643.00	116	186.61	1.4089	5	95%	0	0	0
Buy Amazing Books	699.00	3,536	242.61	1.5316	3	51%	0	0	0
Payal Books	599.00	657	142.61	1.3125	3	51%	0	0	0
S B T books	645.00	113	188.61	1.4133	4.5	88%	0	0	0
W S Retaill	645.00	34	188.61	1.4133	3.5	69%	0	0	0
Santusti Enterprises	699.00	26	242.61	1.5316	4	81%	0	0	0
killer,sbooks	699.00	18	242.61	1.5316	5	100%	0	0	0
BookInc	651.00	17	194.61	1.4264	4.5	94%	0	0	0
Book store01	699.00	11	242.61	1.5316	3	45%	0	0	0
Amazing BookS	559.00	106	102.61	1.2248	3	54%	0	0	0
CNA Bookstore	580.00	477	123.61	1.2708	4.5	95%	0	0	0
BW ENTERPRISES	545.00	44	88.61	1.1942	4	79%	0	0	0
Books-a-zillion	629.10	89	172.71	1.3784	4	82%	0	0	0
BOOKKR	699.00	5	242.61	1.5316	3.5	60%	0	0	0
Kushii Radiance Bookshop	665.00	63	208.61	1.4571	4.5	84%	0	0	0
A to Z Book House	699.00	1,275	242.61	1.5316	3	46%	0	0	0
SN Square	769.00	59	312.61	1.685	4	75%	0	0	0
Bookswagon	1345.00	6,377	888.61	2.947	4	70%	0	0	0
uRead-Store	603.00	25,132	146.61	1.3212	4.5	92%	1	0	1
ReadAhead	629.00	213	172.61	1.3782	4	79%	0	0	0
CrossWord Books	643.00	116	186.61	1.4089	5	95%	0	0	0
Bookswagon	1348.00	6,377	891.61	2.9536	4	70%	0	0	0
Sunrise Book store	1260.00	1,356	803.61	2.7608	3.5	61%	0	0	0
Sunrise Book store	1325.00	1,356	868.61	2.9032	3.5	61%	0	0	0
etohfa	3660.00	23	3203.61	8.0195	5	100%	0	0	0
