Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
RoshanBooks	375.00	1	0.0	1.0	5	100%	0	0	0
Cloudtail India	451.00	1,299,311	76.0	1.2027	4.5	92%	1	1	1
DSR Book Distributors	423.00	21	48.0	1.128	4.5	85%	0	0	0
BSC Publishers & Distributors	450.00	155	75.0	1.2	4.5	94%	0	0	0
UNIVERSAL BOOK SHOWROOMS	437.00	1,081	62.0	1.1653	4	80%	0	0	0
Saibookdepot	451.00	43	76.0	1.2027	3	44%	0	0	0
BookInc	475.00	17	100.0	1.2667	4.5	94%	0	0	0
S D Medical Book Centre	400.00	10	25.0	1.0667	5	100%	0	0	0
Bookshelff	475.00	72	100.0	1.2667	4	82%	0	0	0
Jain Book Mart	500.00	411	125.0	1.3333	4.5	90%	0	0	0
RCHANRDAN	575.00	3	200.0	1.5333	4.5	100%	0	0	0
Arora Book	475.00	14	100.0	1.2667	4	71%	0	0	0
Booksmandi	452.00	2,531	77.0	1.2053	4.5	89%	0	0	0
Books-a-zillion	475.00	89	100.0	1.2667	4	82%	0	0	0
Rajkesar books hub	450.00	10	75.0	1.2	3	50%	0	0	0
Bookswagon	470.00	6,386	95.0	1.2533	4	70%	0	0	0
justshopindia	475.00	2	100.0	1.2667	5	100%	0	0	0
MK BOOKS INDIA	675.00	2,249	300.0	1.8	2.5	34%	0	0	0
SAI BOOKS	610.00	181	235.0	1.6267	3	46%	0	0	0
