Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Yuvika Books House	148.00	13	0.0	1.0	4.5	85%	0	0	0
Roshan's Book Center	180.00	128	32.0	1.2162	3.5	69%	0	0	0
UNIVERSAL BOOK SHOWROOMS	150.00	1,081	2.0	1.0135	4	80%	0	0	0
HBZ OLD AND NEW ONLINE	250.00	8	102.0	1.6892	3.5	63%	0	0	0
Book Holders	185.00	23	37.0	1.25	4.5	87%	0	0	0
ADITYA SINGH	280.00		132.0	1.8919			0	0	0
Sampath Vijaya Vinayaka	285.00	76	137.0	1.9257	4	74%	0	0	0
STM Traders Pvt Ltd	291.00	1,278	143.0	1.9662	4.5	89%	1	0	0
Simmra Book House	264.00	62	116.0	1.7838	4.5	84%	0	0	0
Ak Enterprises	255.00	6	107.0	1.723	4.5	83%	0	0	0
BOOK LOVER'S	329.00	69	181.0	2.223	4	80%	0	0	0
DRPNbooks	280.00	8	132.0	1.8919	5	100%	0	0	0
GB BOOK SHOP	270.00	21	122.0	1.8243	4	67%	0	0	0
STUDENT BOOK STALL VVNAGAR	300.00	96	152.0	2.027	3.5	67%	0	0	0
V G Books	425.00	24	277.0	2.8716	3.5	67%	0	0	0
Shilpa books	299.00	19	151.0	2.0203	4	74%	0	0	0
Payal Books	350.00	657	202.0	2.3649	3	51%	0	0	0
Bookwuk	295.00	13	147.0	1.9932	3	54%	0	0	0
AMAZING BOOKS WORLDWIDE	490.00	179	342.0	3.3108	5	100%	0	0	0
STUDENT BOOK STALL VVNAGAR	500.00	96	352.0	3.3784	3.5	67%	0	0	0
uRead-Store	629.00	25,151	481.0	4.25	4.5	92%	1	0	0
Garg Library	550.00	1	402.0	3.7162	1	0%	0	0	0
CAMPUS BOOK HOUSE INDIAN INTITUTE OF SCIENCE TBH	585.00	218	437.0	3.9527	5	97%	0	0	0
Ebookstore	720.00	522	572.0	4.8649	4.5	85%	0	0	0
Shivank Books	570.00	79	422.0	3.8514	4	78%	0	0	0
Consortium Books	649.00	24	501.0	4.3851	3	54%	0	0	0
Books-a-zillion	649.00	89	501.0	4.3851	4	82%	0	0	0
Education Centre	649.00	13	501.0	4.3851	2	23%	0	0	0
ASIAN TREASURES	796.00	18	648.0	5.3784	4.5	94%	0	0	0
SHIVAYA BOOKS	649.00	12	501.0	4.3851	2.5	33%	0	0	0
HBZ OLD AND NEW ONLINE	550.00	8	402.0	3.7162	3.5	63%	0	0	0
Garg Library	550.00	1	402.0	3.7162	1	0%	0	0	0
Books-a-zillion	699.00	89	551.0	4.723	4	82%	0	0	0
Book eHub	977.00	32	829.0	6.6014	4	72%	0	0	0
