Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MM Books Shop	1150.00	4	0.0	1.0	5	100%	0	0	0
World Publishing	1725.00	319	575.0	1.5	4.5	87%	0	0	0
Cloudtail India	1951.00	1,299,265	801.0	1.6965	4.5	92%	1	1	1
Atlantic Publishers and Distributors	1920.00	14,540	770.0	1.6696	4.5	94%	0	0	0
Peacockbooks	1972.00	2,801	822.0	1.7148	4.5	92%	0	0	0
B2A UK	2091.00	6,928	941.0	1.8183	4.5	83%	0	0	0
Bookswagon	2103.00	6,387	953.0	1.8287	4	70%	0	0	0
Poly collections Books	2359.00	10	1209.0	2.0513	3.5	70%	0	0	0
Sunrise Book store	2290.00	1,358	1140.0	1.9913	3.5	61%	0	0	0
Fast Media 2	2973.50	6,006	1823.5	2.5857	4	72%	0	0	0
Bookswagon	2375.00	6,387	1225.0	2.0652	4	70%	0	0	0
Sunrise Book store	2345.00	1,358	1195.0	2.0391	3.5	61%	0	0	0
D R	3001.00	12,169	1851.0	2.6096	4	82%	0	0	0
