Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
dealstar	817.00	6,596	0.0	1.0	4.5	85%	0	0	0
Atlantic Publishers and Distributors	1255.00	14,538	438.0	1.5361	4.5	94%	0	0	1
Peacockbooks	1307.00	2,801	490.0	1.5998	4.5	92%	0	0	0
Bookswagon	1385.00	6,379	568.0	1.6952	4	70%	0	0	0
INFINITE BOOKS	1413.22	285	596.22	1.7298	5	99%	0	0	0
Atlantic Publishers and Distributors	1440.00	14,538	623.0	1.7625	4.5	94%	0	0	1
Bookswagon	1517.00	6,379	700.0	1.8568	4	70%	0	0	0
Sunrise Book store	1355.00	1,356	538.0	1.6585	3.5	61%	0	0	0
Fast Media 2	1862.55	6,005	1045.55	2.2797	4	72%	0	0	0
D R	2114.00	12,168	1297.0	2.5875	4	82%	0	0	0
Bookswagon	1517.00	6,379	700.0	1.8568	4	70%	0	0	0
Sunrise Book store	1584.00	1,356	767.0	1.9388	3.5	61%	0	0	0
Sunrise Book store	1485.00	1,356	668.0	1.8176	3.5	61%	0	0	0
