Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Rama BOOKS	612.36	6	14.58	1.0244	3.5	67%	0	0	0
O_Store	597.78	593	0.0	1.0	4.5	87%	0	0	0
Sunrise Book store	642.00	1,358	44.22	1.074	3.5	61%	0	0	0
The Best Book Store	699.00	55	101.22	1.1693	3.5	54%	0	0	0
CAMPUS BOOK HOUSE INDIAN INTITUTE OF SCIENCE TBH	700.00	218	102.22	1.171	5	97%	0	0	1
V5MARK	670.00	8	72.22	1.1208	4	75%	0	0	0
BOOK CENTRE	730.00	862	132.22	1.2212	4	81%	0	0	0
Manila Books Services	729.00	13	131.22	1.2195	4.5	92%	0	0	0
Books-a-zillion	729.00	89	131.22	1.2195	4	82%	0	0	0
STM Traders Pvt Ltd	879.00	1,278	281.22	1.4704	4.5	89%	0	0	0
Books-a-zillion	729.00	89	131.22	1.2195	4	82%	0	0	0
The Grand_Store	800.00	10	202.22	1.3383	3	50%	0	0	0
Ebookstore	998.00	522	400.22	1.6695	4.5	85%	0	0	0
Book eHub	1043.00	32	445.22	1.7448	4	72%	0	0	0
Ebookstore	1067.00	522	469.22	1.7849	4.5	85%	0	0	0
ASIAN TREASURES	1075.00	18	477.22	1.7983	4.5	94%	0	0	0
Speedy_Books	1086.00	490	488.22	1.8167	4.5	81%	0	0	0
