Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Youth-Gallery	92.00		0.0	1.0			0	0	0
Book Darbar	169.00	1	77.0	1.837	1	0%	0	0	0
VR Collection	113.00		21.0	1.2283			0	0	0
Rosri Traders	119.00	5	27.0	1.2935	3	60%	0	0	1
CFM TRADERS	124.00	5	32.0	1.3478	2.5	40%	0	0	0
Sasta Book Store	205.00	16	113.0	2.2283	5	94%	0	0	0
Omnibooks	125.00		33.0	1.3587			0	0	0
BooksHub	200.00	4	108.0	2.1739	2	25%	0	0	0
BooksXpert	222.00	14	130.0	2.413	4.5	79%	0	0	0
The Great Book Store	222.00	7	130.0	2.413	4.5	86%	0	0	0
famous_Books	229.00	4	137.0	2.4891	4.5	75%	0	0	0
trump tech	260.00	3	168.0	2.8261	3.5	67%	0	0	0
Global Book Store	499.00	623	407.0	5.4239	5	99%	0	0	0
Cloudtail India	515.00	1,299,308	423.0	5.5978	4.5	92%	1	1	0
radhika A communication	436.00	29	344.0	4.7391	4	77%	0	0	0
Atlantic Publishers and Distributors	525.00	14,541	433.0	5.7065	4.5	94%	0	0	0
Bookswagon	621.00	6,386	529.0	6.75	4	70%	0	0	0
Peacockbooks	580.00	2,801	488.0	6.3043	4.5	92%	0	0	0
Lot Book	662.00	177	570.0	7.1957	4.5	88%	0	0	0
iTippi Book	626.00	108	534.0	6.8043	4.5	91%	0	0	0
BooksXpert	230.00	14	138.0	2.5	4.5	79%	0	0	0
trump tech	270.00	3	178.0	2.9348	3.5	67%	0	0	0
Bookswagon	621.00	6,386	529.0	6.75	4	70%	0	0	0
Sunrise Book store	588.00	1,360	496.0	6.3913	3.5	61%	0	0	0
Sunrise Book store	749.00	1,360	657.0	8.1413	3.5	61%	0	0	0
MK BOOKS INDIA	756.00	2,249	664.0	8.2174	2.5	34%	0	0	0
JustBuyBooks	778.00	27	686.0	8.4565	3.5	70%	0	0	0
Fast Media 2	1441.62	6,006	1349.62	15.6698	4	72%	0	0	0
etohfa	1680.00	23	1588.0	18.2609	5	100%	0	0	0
