Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	951.00	1,299,298	0.0	1.0	4.5	92%	1	1	1
Bookswagon	965.00	6,387	14.0	1.0147	4	70%	0	0	0
Atlantic Publishers and Distributors	1053.00	14,540	102.0	1.1073	4.5	94%	0	0	0
Peacockbooks	1105.00	2,801	154.0	1.1619	4.5	92%	0	0	0
Sunrise Book store	960.00	1,360	9.0	1.0095	3.5	61%	0	0	0
MILLENNIALS MEDIA	1286.24	43	335.24	1.3525	5	100%	0	0	0
INFINITE BOOKS	1293.86	289	342.86	1.3605	5	99%	0	0	0
SmartGlobal	1405.00	213	454.0	1.4774	3	49%	0	0	0
D R	1698.00	12,169	747.0	1.7855	4	82%	0	0	0
Fast Media 2	1927.50	6,006	976.5	2.0268	4	72%	0	0	0
Bookswagon	1172.00	6,387	221.0	1.2324	4	70%	0	0	0
Atlantic Publishers and Distributors	1191.00	14,540	240.0	1.2524	4.5	94%	0	0	0
Bookswagon	1172.00	6,387	221.0	1.2324	4	70%	0	0	0
Bookswagon	1260.00	6,387	309.0	1.3249	4	70%	0	0	0
Atlantic Publishers and Distributors	1275.00	14,540	324.0	1.3407	4.5	94%	1	0	0
Sunrise Book store	1146.00	1,360	195.0	1.205	3.5	61%	0	0	0
Sunrise Book store	1166.00	1,360	215.0	1.2261	3.5	61%	0	0	0
Sunrise Book store	1415.00	1,360	464.0	1.4879	3.5	61%	0	0	0
etohfa	2297.00	23	1346.0	2.4154	5	100%	0	0	0
