Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	705.00	1,299,233	0.0	1.0	4.5	92%	1	1	1
Mittal Books India	821.00	15,728	116.0	1.1645	4.5	95%	1	0	0
uRead-Store	868.00	25,136	163.0	1.2312	4.5	92%	1	0	0
Manav Books	900.00	1,856	195.0	1.2766	4	78%	1	0	0
BPA BOOKS	840.00	1,244	135.0	1.1915	4	76%	0	0	0
Sunrise Book store	791.00	1,358	86.0	1.122	3.5	61%	0	0	0
Comma365	949.00	2,242	244.0	1.3461	4.5	95%	0	0	0
BOOK CENTRE	959.00	862	254.0	1.3603	4	81%	0	0	0
Books-a-zillion	949.00	89	244.0	1.3461	4	82%	0	0	0
Speedy_Books	1609.00	490	904.0	2.2823	4.5	81%	0	0	0
Sunrise Book store	807.00	1,358	102.0	1.1447	3.5	61%	0	0	0
Books-a-zillion	949.00	89	244.0	1.3461	4	82%	0	0	0
Sunrise Book store	861.00	1,358	156.0	1.2213	3.5	61%	0	0	0
