Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	1449.00	25,155	0.0	1.0	4.5	92%	1	0	0
Cloudtail India	1449.00	1,299,312	0.0	1.0	4.5	92%	1	1	1
Trans Infopreneur Inc	1449.00	218	0.0	1.0	4.5	94%	0	0	0
Atlantic Publishers and Distributors	1450.00	14,541	1.0	1.0007	4.5	94%	0	0	0
Peacockbooks	1524.00	2,801	75.0	1.0518	4.5	92%	0	0	0
Bookswagon	1689.00	6,386	240.0	1.1656	4	70%	0	0	0
Sunrise Book store	1733.00	1,360	284.0	1.196	3.5	61%	0	0	0
B2A UK	2001.00	6,928	552.0	1.381	4.5	83%	0	0	0
Fast Media 2	2249.73	6,006	800.73	1.5526	4	72%	0	0	0
G G	2997.00	4,510	1548.0	2.0683	4.5	86%	0	0	0
Bookswagon	1689.00	6,386	240.0	1.1656	4	70%	0	0	0
Sunrise Book store	1583.00	1,360	134.0	1.0925	3.5	61%	0	0	0
Sunrise Book store	1673.00	1,360	224.0	1.1546	3.5	61%	0	0	0
Atlantic Publishers and Distributors	1931.00	14,541	482.0	1.3326	4.5	94%	0	0	0
Bookswagon	1951.00	6,386	502.0	1.3464	4	70%	0	0	0
Bookswagon	1953.00	6,386	504.0	1.3478	4	70%	0	0	0
Sunrise Book store	1858.00	1,360	409.0	1.2823	3.5	61%	0	0	0
Doonmac	3271.00		1822.0	2.2574			0	0	0
RCPL Book$ Masion	3398.00		1949.0	2.3451			0	0	0
Sunrise Book store	1861.00	1,360	412.0	1.2843	3.5	61%	0	0	0
