Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	535.00	3,268	0.0	1.0	4	76%	0	0	0
Buy Amazing Books	559.00	3,554	24.0	1.0449	3	51%	0	0	0
Cloudtail India	587.00	1,299,238	52.0	1.0972	4.5	92%	1	1	1
Amazing_Buy	591.00	17,787	56.0	1.1047	4.5	95%	1	0	0
Capsbookz	599.00		64.0	1.1196			0	0	0
Book Wise Darya Ganj	623.00	1,098	88.0	1.1645	4.5	89%	0	0	0
BOOKFACTORY	591.00	6	56.0	1.1047	3.5	67%	0	0	0
Inetrade India	586.89	3,253	51.89	1.097	4	75%	0	0	0
Mumbai gift corner	669.00	720	134.0	1.2505	4.5	89%	0	0	0
The Browser Bookstore	670.00	37	135.0	1.2523	3.5	69%	0	0	0
BSC Publishers & Distributors	595.00	155	60.0	1.1121	4.5	94%	0	0	0
MK BOOKS INDIA	679.00	2,247	144.0	1.2692	2.5	34%	0	0	0
Okhla Book Distributor	545.00	59	10.0	1.0187	4.5	95%	0	0	0
Sri Ganesha Books	575.00	382	40.0	1.0748	4	82%	0	0	0
FOUNTAINHEAD	575.00	98	40.0	1.0748	4.5	91%	0	0	0
Book Selection Centre	599.00	136	64.0	1.1196	4.5	96%	0	0	0
A Mind's Bookstore	583.00	1,409	48.0	1.0897	4.5	89%	0	0	0
SBM Enterprises	599.25	48	64.25	1.1201	4	75%	0	0	0
The Bookhive	639.20	43	104.2	1.1948	4	80%	0	0	0
Goodread Bookstore	719.00	579	184.0	1.3439	5	97%	1	0	0
Skycart	655.00	479	120.0	1.2243	4.5	90%	0	0	0
GBD BOOKS	639.00	232	104.0	1.1944	4	68%	0	0	0
Suryan Books	639.00	39	104.0	1.1944	4.5	95%	0	0	0
Future Compass	639.00	32	104.0	1.1944	4.5	93%	0	0	0
RSONS	664.00	481	129.0	1.2411	4.5	84%	0	0	0
Booksmandi	640.00	2,531	105.0	1.1963	4.5	89%	0	0	0
fairdealenterprise	615.23	44	80.23	1.15	2	27%	0	0	0
Resource book store	679.00	1	144.0	1.2692	5	100%	0	0	0
S B T books	737.00	113	202.0	1.3776	4.5	88%	0	0	0
W S Retaill	737.00	34	202.0	1.3776	3.5	68%	0	0	0
BSK Book	749.00	160	214.0	1.4	3.5	61%	0	0	0
BOOK RADAR	695.00	295	160.0	1.2991	3.5	63%	0	0	0
CrossWord Books	735.00	116	200.0	1.3738	5	95%	0	0	0
Book store01	759.00	14	224.0	1.4187	3.5	57%	0	0	0
BW ENTERPRISES	616.00	44	81.0	1.1514	4	79%	0	0	0
Amazing BookS	639.00	106	104.0	1.1944	3	54%	0	0	0
Winmaarc	810.00	118	275.0	1.514	3.5	68%	0	0	0
Abhinav Books Store	719.10	60	184.1	1.3441	3	53%	0	0	0
BookInc	744.00	17	209.0	1.3907	4.5	94%	0	0	0
BOOKKR	799.00	5	264.0	1.4935	3.5	60%	0	0	0
Abhinav Books Store	735.00	60	200.0	1.3738	3	53%	0	0	0
EXCELLENT BOOK SERVICE	639.20	12	104.2	1.1948	3	50%	0	0	0
A to Z Book House	799.00	1,275	264.0	1.4935	3	46%	0	0	0
SAI BOOKS	791.00	181	256.0	1.4785	3	46%	0	0	0
SAI BOOKS	799.00	181	264.0	1.4935	3	46%	0	0	0
