Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
T B	3809.97	64	0.0	1.0	4.5	93%	0	0	0
Atlantic Publishers and Distributors	4064.00	14,537	254.03	1.0667	4.5	94%	0	0	1
B2A UK	4157.00	6,928	347.03	1.0911	4.5	83%	0	0	0
Peacockbooks	4115.00	2,801	305.03	1.0801	4.5	92%	0	0	0
Bookswagon	4428.00	6,376	618.03	1.1622	4	70%	0	0	0
Sunrise Book store	4544.00	1,356	734.03	1.1927	3.5	61%	0	0	0
Sunrise Book store	4584.00	1,356	774.03	1.2032	3.5	61%	0	0	0
Fast Media 2	5798.45	6,005	1988.48	1.5219	4	72%	0	0	0
Bookswagon	5849.00	6,376	2039.03	1.5352	4	70%	0	0	0
IndieCulture	6444.36		2634.39	1.6914			0	0	0
Sunrise Book store	5775.00	1,356	1965.03	1.5158	3.5	61%	0	0	0
Atlantic Publishers and Distributors	6099.00	14,537	2289.03	1.6008	4.5	94%	0	0	1
