Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	271.00	3,267	7.08	1.0268	4	76%	0	0	0
Read factor	279.00	1,528	15.08	1.0571	3.5	67%	0	0	0
Inetrade India	263.92	3,254	0.0	1.0	4	75%	0	0	0
R-our Book	299.00	1,304	35.08	1.1329	4	77%	0	0	1
RSONS	295.00	481	31.08	1.1178	4.5	84%	0	0	0
HERITAGE PUBLISHERS	375.00	783	111.08	1.4209	4.5	94%	0	0	0
Suryan Books	319.00	39	55.08	1.2087	4.5	95%	0	0	0
BW ENTERPRISES	308.00	44	44.08	1.167	4	79%	0	0	0
ScribbleGraffito	327.18	29	63.26	1.2397	4.5	91%	0	0	0
Winmaarc	410.00	118	146.08	1.5535	3.5	68%	0	0	0
Resource book store	339.00	1	75.08	1.2845	5	100%	0	0	0
NS DISTRIBUTOR	365.00	7	101.08	1.383	4	86%	0	0	0
Abhinav Books Store	351.12	60	87.2	1.3304	3	53%	0	0	0
BookAdda	355.00	365	91.08	1.3451	3	46%	0	0	0
The Grand_Store	400.00	10	136.08	1.5156	3	50%	0	0	0
Browsers' Lounge	387.00	122	123.08	1.4664	4.5	96%	0	0	0
Books-a-zillion	359.10	89	95.18	1.3606	4	82%	0	0	0
A to Z Book House	399.00	1,275	135.08	1.5118	3	46%	0	0	0
Booksmandi	399.00	2,531	135.08	1.5118	4.5	89%	0	0	0
Ambe Books	447.23	2	183.31	1.6946	3	50%	0	0	0
Abhinav Books Store	359.10	60	95.18	1.3606	3	53%	0	0	0
Ginni Books	447.33	9	183.41	1.6949	4.5	89%	0	0	0
SAI BOOKS	395.00	181	131.08	1.4967	3	46%	0	0	0
Atlantic Publishers and Distributors	672.00	14,538	408.08	2.5462	4.5	94%	0	0	0
Peacockbooks	728.00	2,801	464.08	2.7584	4.5	92%	0	0	0
Bookswagon	784.00	6,382	520.08	2.9706	4	70%	0	0	0
Sunrise Book store	781.00	1,358	517.08	2.9592	3.5	61%	0	0	0
