Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SVBC	253.00	19	88.0	1.5333	5	100%	0	0	0
M K Book Center	165.00	3	0.0	1.0	3.5	67%	0	0	0
J B Books Sellers & Distributors	198.00	770	33.0	1.2	4	81%	0	0	0
MM Books Shop	230.00	4	65.0	1.3939	5	100%	0	0	0
Yuvika Books House	300.00	13	135.0	1.8182	4.5	85%	0	0	0
DONE DEAL	350.00	327	185.0	2.1212	4.5	98%	0	0	0
Sampath Vijaya Vinayaka	360.00	76	195.0	2.1818	4	74%	0	0	0
STUDENT BOOK STALL VVNAGAR	300.00	96	135.0	1.8182	3.5	67%	0	0	0
BOOK LOVER'S	429.00	69	264.0	2.6	4	80%	0	0	0
COMPUTERSCIENCE ENGINEERING BOOKS	526.00		361.0	3.1879			0	0	0
tallbooks	527.00	6	362.0	3.1939	3	50%	0	0	1
DIGITAL PRESS	595.00	66	430.0	3.6061	3	58%	0	0	0
siddharth books	525.00	51	360.0	3.1818	2.5	36%	0	0	0
UniversalBook Store	500.00	13	335.0	3.0303	4	69%	0	0	0
Shopbyheart	559.00	23	394.0	3.3879	4	78%	0	0	0
Bharatiyam Books	550.00	92	385.0	3.3333	4	69%	0	0	0
Manifest Services	580.00	2	415.0	3.5152	5	100%	0	0	0
Mittal Books India	705.00	15,729	540.0	4.2727	4.5	95%	1	0	0
O_Store	655.18	593	490.18	3.9708	4.5	87%	0	0	0
Inetrade India	673.99	3,256	508.99	4.0848	4	75%	0	0	0
JBCPD	749.00	32,618	584.0	4.5394	4.5	93%	1	0	0
uRead-Store	765.00	25,152	600.0	4.6364	4.5	92%	1	0	0
SHIVSTATIONERS	580.00	1	415.0	3.5152	5	100%	0	0	0
MK BOOKS INDIA	799.00	2,249	634.0	4.8424	2.5	34%	0	0	0
Kushii Radiance Bookshop	720.00	63	555.0	4.3636	4.5	84%	0	0	0
BooksRaja	722.00	171	557.0	4.3758	4.5	85%	0	0	0
Sunrise Book store	699.00	1,359	534.0	4.2364	3.5	61%	0	0	0
V5MARK	730.00	8	565.0	4.4242	4	75%	0	0	0
UNIVERSAL BOOK SHOWROOMS	739.00	1,081	574.0	4.4788	4	80%	0	0	0
PADMA BOOK HOUSE	709.00	24	544.0	4.297	3.5	71%	0	0	0
Ebookstore	872.00	522	707.0	5.2848	4.5	85%	0	0	0
MANJU INTERNATIONAL	799.00	86	634.0	4.8424	4	79%	0	0	0
BOOK CENTRE	795.00	862	630.0	4.8182	4	81%	0	0	0
ALL INDIA BOOK STORE	786.00	9	621.0	4.7636	3.5	67%	0	0	0
The Grand_Store	800.00	10	635.0	4.8485	3	50%	0	0	0
Booksmandi	798.00	2,531	633.0	4.8364	4.5	89%	0	0	0
Books-a-zillion	799.00	89	634.0	4.8424	4	82%	0	0	0
ASIAN TREASURES	949.00	18	784.0	5.7515	4.5	94%	0	0	0
SAI BOOKS	791.00	181	626.0	4.7939	3	46%	0	0	0
Book eHub	1101.00	32	936.0	6.6727	4	72%	0	0	0
M K Book Center	182.00	3	17.0	1.103	3.5	67%	0	0	0
M K Book Center	220.00	3	55.0	1.3333	3.5	67%	0	0	0
Bharatiyam Books	699.00	92	534.0	4.2364	4	69%	0	0	0
SAI BOOKS	791.00	181	626.0	4.7939	3	46%	0	0	0
Speedy_Books	1149.00	490	984.0	6.9636	4.5	81%	0	0	0
