Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Bookswagon	840.00	6,382	11.0	1.0133	4	70%	0	0	1
Atlantic Publishers and Distributors	829.00	14,538	0.0	1.0	4.5	94%	0	0	0
Peacockbooks	884.00	2,801	55.0	1.0663	4.5	92%	0	0	0
Bookswagon	975.00	6,382	146.0	1.1761	4	70%	0	0	1
Atlantic Publishers and Distributors	1000.00	14,538	171.0	1.2063	4.5	94%	0	0	0
Sunrise Book store	835.00	1,358	6.0	1.0072	3.5	61%	0	0	0
Sunrise Book store	1240.00	1,358	411.0	1.4958	3.5	61%	0	0	0
JustBuyBooks	1233.00	26	404.0	1.4873	3.5	69%	0	0	0
D R	1948.00	12,168	1119.0	2.3498	4	82%	0	0	0
etohfa	2390.00	23	1561.0	2.883	5	100%	0	0	0
