Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MK BOOKS INDIA	424.00	2,247	39.0	1.1013	2.5	34%	0	0	0
uRead-Store	434.00	25,131	49.0	1.1273	4.5	92%	1	0	1
Trans Infopreneur Inc	434.00	217	49.0	1.1273	4.5	94%	0	0	0
Goodread Bookstore	444.00	579	59.0	1.1532	5	97%	1	0	0
The Bookhive	399.20	43	14.2	1.0369	4	80%	0	0	0
BW ENTERPRISES	385.00	44	0.0	1.0	4	79%	0	0	0
ABC books International	459.00	26	74.0	1.1922	4	73%	0	0	0
Browsers' Lounge	477.00	122	92.0	1.239	4.5	96%	0	0	0
A to Z Book House	499.00	1,275	114.0	1.2961	3	46%	0	0	0
Booksmandi	499.00	2,530	114.0	1.2961	4.5	89%	0	0	0
Atlantic Publishers and Distributors	571.00	14,537	186.0	1.4831	4.5	94%	0	0	0
Peacockbooks	627.00	2,801	242.0	1.6286	4.5	92%	0	0	0
Bookswagon	698.00	6,376	313.0	1.813	4	70%	0	0	0
Bookswagon	699.00	6,376	314.0	1.8156	4	70%	0	0	0
Atlantic Publishers and Distributors	714.00	14,537	329.0	1.8545	4.5	94%	0	0	0
Bookswagon	699.00	6,376	314.0	1.8156	4	70%	0	0	0
Sunrise Book store	661.00	1,356	276.0	1.7169	3.5	61%	0	0	0
Sunrise Book store	663.00	1,356	278.0	1.7221	3.5	61%	0	0	0
Sunrise Book store	667.00	1,356	282.0	1.7325	3.5	61%	0	0	0
Fast Media 2	1589.24	6,005	1204.24	4.1279	4	72%	0	0	0
