Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
dealstar	355.00	6,596	0.0	1.0	4.5	85%	0	0	0
Cloudtail India	434.00	1,299,230	79.0	1.2225	4.5	92%	1	1	1
World500	464.00	3,268	109.0	1.307	4	76%	0	0	0
Amazing_Buy	559.00	17,787	204.0	1.5746	4.5	95%	1	0	0
The Bookhive	639.20	43	284.2	1.8006	4	80%	0	0	0
Booksmandi	640.00	2,531	285.0	1.8028	4.5	89%	0	0	0
Kushii Radiance Bookshop	680.00	63	325.0	1.9155	4.5	84%	0	0	0
Read factor	799.00	1,527	444.0	2.2507	3.5	67%	0	0	0
MK BOOKS INDIA	799.00	2,247	444.0	2.2507	2.5	34%	0	0	0
Goodread Bookstore	756.00	579	401.0	2.1296	5	97%	0	0	0
Comma365	824.00	2,242	469.0	2.3211	4.5	95%	0	0	0
Book Wise Darya Ganj	895.00	1,098	540.0	2.5211	4.5	89%	0	0	0
A to Z Book House	799.00	1,275	444.0	2.2507	3	46%	0	0	0
BW ENTERPRISES	809.00	44	454.0	2.2789	4	79%	0	0	0
Okhla Book Distributor	789.00	59	434.0	2.2225	4.5	95%	0	0	0
Atlantic Publishers and Distributors	1099.00	14,538	744.0	3.0958	4.5	94%	0	0	0
Peacockbooks	1151.00	2,801	796.0	3.2423	4.5	92%	0	0	0
Bookswagon	1256.00	6,381	901.0	3.538	4	70%	0	0	0
Sunrise Book store	1286.00	1,358	931.0	3.6225	3.5	61%	0	0	0
etohfa	4799.00	23	4444.0	13.5183	5	100%	0	0	0
