Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Atlantic Publishers and Distributors	1660.00	14,537	0.0	1.0	4.5	94%	0	0	0
Peacockbooks	1712.00	2,800	52.0	1.0313	4.5	92%	0	0	0
Atlantic Publishers and Distributors	1769.00	14,537	109.0	1.0657	4.5	94%	0	0	0
Bookswagon	1771.00	6,375	111.0	1.0669	4	70%	0	0	1
B2A UK	1959.00	6,928	299.0	1.1801	4.5	83%	0	0	0
Cloudtail India	2068.00	1,299,155	408.0	1.2458	4.5	92%	1	1	0
SmartGlobal	2088.00	212	428.0	1.2578	3	50%	0	0	0
Fast Media 2	2154.50	6,005	494.5	1.2979	4	72%	0	0	0
Sunrise Book store	1981.00	1,356	321.0	1.1934	3.5	61%	0	0	0
D R	2667.00	12,168	1007.0	1.6066	4	82%	0	0	0
Bookswagon	1889.00	6,375	229.0	1.138	4	70%	0	0	1
