Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	535.00	3,248	0.0	1.0	4	76%	0	0	0
Buy Amazing Books	559.00	3,536	24.0	1.0449	3	51%	0	0	0
Trans Infopreneur Inc	587.00	217	52.0	1.0972	4.5	94%	1	0	0
Amazing_Buy	587.00	17,783	52.0	1.0972	4.5	95%	1	0	1
uRead-Store	587.00	25,131	52.0	1.0972	4.5	92%	1	0	0
Crossword Bookstores Ltd	630.00	2,475	95.0	1.1776	4	74%	0	0	0
R-our Book	599.00	1,304	64.0	1.1196	4	78%	0	0	0
Inetrade India	586.89	3,250	51.89	1.097	4	75%	0	0	0
MK BOOKS INDIA	679.00	2,247	144.0	1.2692	2.5	34%	0	0	0
RSONS	591.00	481	56.0	1.1047	4.5	84%	0	0	0
BooksRaja	602.00	171	67.0	1.1252	4.5	85%	0	0	0
AskTech Books	610.00	2	75.0	1.1402	2.5	50%	0	0	0
Bookflow	695.13	3,100	160.13	1.2993	3.5	67%	0	0	0
Sunrise Book store	589.00	1,356	54.0	1.1009	3.5	61%	0	0	0
Booknow	623.00	898	88.0	1.1645	4	80%	0	0	0
Suryan Books	639.00	39	104.0	1.1944	4.5	95%	0	0	0
Suraj Trading - Express Delivery	649.00	48	114.0	1.2131	3	53%	0	0	0
BSK Book	749.00	159	214.0	1.4	3.5	60%	0	0	0
Wish Your Book	671.16		136.16	1.2545			0	0	0
Resource book store	679.00	1	144.0	1.2692	5	100%	0	0	0
BookInc	720.00	17	185.0	1.3458	4.5	94%	0	0	0
Book store01	779.00	11	244.0	1.4561	3	45%	0	0	0
Winmaarc	810.00	118	275.0	1.514	3.5	68%	0	0	0
Abhinav Books Store	703.12	60	168.12	1.3142	3	54%	0	0	0
BOOKKR	799.00	5	264.0	1.4935	3.5	60%	0	0	0
EXCELLENT BOOK SERVICE	639.20	12	104.2	1.1948	3	50%	0	0	0
MEETA BOOKS	719.00	47	184.0	1.3439	2.5	36%	0	0	0
The Grand_Store	750.00	10	215.0	1.4019	3	50%	0	0	0
A to Z Book House	799.00	1,275	264.0	1.4935	3	46%	0	0	0
SAI BOOKS	791.00	181	256.0	1.4785	3	46%	0	0	0
Trans Infopreneur Inc	588.00	217	53.0	1.0991	4.5	94%	0	0	0
Abhinav Books Store	719.10	60	184.1	1.3441	3	54%	0	0	0
