Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Manav Books	291.00	1,856	0.0	1.0	4	77%	1	0	0
STM Traders Pvt Ltd	291.00	1,278	0.0	1.0	4.5	89%	1	0	0
Cloudtail India	546.00	1,299,292	255.0	1.8763	4.5	92%	1	1	0
uRead-Store	585.00	25,153	294.0	2.0103	4.5	92%	1	0	0
JBCPD	591.03	32,618	300.03	2.031	4.5	93%	1	0	0
All India Book House	598.00	2,957	307.0	2.055	4.5	93%	1	0	0
Inetrade India	590.05	3,256	299.05	2.0277	4	75%	0	0	0
Saibookdepot	585.00	43	294.0	2.0103	3	44%	0	0	0
ReaderBooks	592.00	442	301.0	2.0344	4	73%	0	0	0
Sunrise Book store	593.00	1,359	302.0	2.0378	3.5	61%	0	0	0
O_Store	564.98	593	273.98	1.9415	4.5	87%	0	0	0
BooksRaja	635.00	171	344.0	2.1821	4.5	85%	0	0	0
V5MARK	635.00	8	344.0	2.1821	4	75%	0	0	0
MANJU INTERNATIONAL	689.00	86	398.0	2.3677	4	79%	0	0	0
Ebookstore	775.00	522	484.0	2.6632	4.5	85%	0	0	0
BOOK CENTRE	693.00	862	402.0	2.3814	4	81%	0	0	0
Manila Books Services	689.00	13	398.0	2.3677	4.5	92%	0	0	0
Books-a-zillion	689.00	89	398.0	2.3677	4	82%	0	0	0
ASIAN TREASURES	852.00	18	561.0	2.9278	4.5	94%	0	0	0
SAI BOOKS	682.00	181	391.0	2.3436	3	46%	0	0	0
Sunrise Book store	609.00	1,359	318.0	2.0928	3.5	61%	0	0	0
Books-a-zillion	689.00	89	398.0	2.3677	4	82%	0	0	0
SAI BOOKS	682.00	181	391.0	2.3436	3	46%	0	0	0
Speedy_Books	1009.00	490	718.0	3.4674	4.5	81%	0	0	0
Book eHub	1010.00	32	719.0	3.4708	4	72%	0	0	0
